participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm
p06,carrier,2,velludo,hit,u,143.32,30,f,227.7,388.62,1083.76,3164.15,76.96,palatal,-0.7700225185797288,-0.4243728749396177
p06,carrier,2,velludo,hit,u,143.32,40,f,230.02,392.61,1015.39,3307.83,77.33,palatal,-0.7423858239992238,-0.5581023990657381
p06,carrier,2,velludo,hit,u,143.32,50,f,231.79,401.79,1006.77,3365.35,77.66,palatal,-0.6788006469944529,-0.5749628422128371
p06,carrier,2,velludo,hit,u,143.32,60,f,233.1,412.82,1002.6,3493.28,77.76,palatal,-0.6024014637305508,-0.5831192282828374
p06,carrier,2,velludo,hit,u,143.32,70,f,234.88,428.76,1134.87,3574.23,78.09,palatal,-0.49199321520592687,-0.3244033564653453
p06,carrier,2,velludo,hit,u,143.32,80,f,236.2,478.87,2633.15,3353.32,78.7,palatal,-0.14490680783021131,2.60618420251789
p06,carrier,2,velludo,hit,u,143.32,90,f,235.05,470.71,958.81,3394.7,77.59,palatal,-0.20142696516778558,-0.6687710618572534
p06,carrier,2,velludo,hit,u,143.32,100,f,226.68,679.48,1985.8,3551.39,72.49,palatal,1.2446163249505169,1.3399883937853447
p07,carrier,2,ayuda,hit,u,85.28,0,m,104.56,1384.46,2195.77,3197.21,73.76,palatal,2.6439203996675267,0.4021570014250018
p07,carrier,2,ayuda,hit,u,85.28,10,m,107.24,1299.51,2259.08,3295.23,74.31,palatal,2.306209522810001,0.5373300558200166
p07,carrier,2,ayuda,hit,u,85.28,20,m,107.64,1229.13,2297.68,3338.39,76.21,palatal,2.0264203348967276,0.619744838629171
p07,carrier,2,ayuda,hit,u,85.28,30,m,108.16,1017.67,2243.45,3291.14,78.45,palatal,1.1857806407202436,0.5039584740763094
p07,carrier,2,ayuda,hit,u,85.28,40,m,108.77,606.74,2206.3,3396.91,80.11,palatal,-0.44783361033405644,0.4246395833674996
p07,carrier,2,ayuda,hit,u,85.28,50,m,109.33,359.52,1965.28,2562.87,80.91,palatal,-1.4306338808074806,-0.08996173664966223
p07,carrier,2,ayuda,hit,u,85.28,60,m,109.74,327.85,1641.95,2486.28,80.96,palatal,-1.556535039960839,-0.7803029730663444
p07,carrier,2,ayuda,hit,u,85.28,70,m,109.93,744.86,2089.96,3161.14,80.84,palatal,0.10124968939003276,0.17624228201990755
p07,carrier,2,ayuda,hit,u,85.28,80,m,109.77,1052.48,2505.72,3625.62,80.41,palatal,1.3241645797833452,1.0639306265985105
p07,carrier,2,ayuda,hit,u,85.28,90,m,109.23,1082.55,2571.2,3668.87,78.78,palatal,1.4437050867533954,1.20373684365404
p07,carrier,2,ayuda,hit,u,85.28,100,m,108.61,1104.35,2599.9,3710.55,75.65,palatal,1.5303689727509708,1.2650141562608472
p07,carrier,2,coyunda,hit,u,80.55,0,m,108.18,1337.11,2117.59,3056.62,80.56,palatal,2.455684849117746,0.23523503976646065
p07,carrier,2,coyunda,hit,u,80.55,10,m,109.5,1292.57,2113.26,3085.81,82.19,palatal,2.278620193964901,0.22599006542543387
p07,carrier,2,coyunda,hit,u,80.55,20,m,109.83,777.27,2117.14,3340.49,84.13,palatal,0.23009265017817143,0.23427424566635333
p07,carrier,2,coyunda,hit,u,80.55,30,m,110.48,459.61,2056.66,3291.96,85.44,palatal,-1.0327353326654005,0.1051435186120096
p07,carrier,2,coyunda,hit,u,80.55,40,m,112.01,359.29,2081.73,3406.23,85.75,palatal,-1.431548224558831,0.15867042547795565
p07,carrier,2,coyunda,hit,u,80.55,50,m,113.71,383.88,2146.9,3654.95,85.04,palatal,-1.3337929513166116,0.2978147621534118
p07,carrier,2,coyunda,hit,u,80.55,60,m,115.89,403.92,2115.5,3702.4,83.74,palatal,-1.254125782720675,0.23077268494596465
p07,carrier,2,coyunda,hit,u,80.55,70,m,117.84,414.56,1775.13,2453,82.38,palatal,-1.2118274457016749,-0.49595062139475876
p07,carrier,2,coyunda,hit,u,80.55,80,m,119.34,575.84,1995.38,3181.29,80.64,palatal,-0.570673705624198,-0.025695286842523295
p07,carrier,2,coyunda,hit,u,80.55,90,m,120.83,909.66,2243.71,3654.91,78.97,palatal,0.7563968642707877,0.5045135995563715
p07,carrier,2,coyunda,hit,u,80.55,100,m,119.43,1188.84,2391.82,3728.02,78.58,palatal,1.866251162105795,0.8207429643714983
p07,carrier,2,fortuna,hit,u,88.57,0,m,138.81,840.46,2558.63,3372.7,72.5,other,0.4812986573427039,1.1768986617910595
p07,carrier,2,fortuna,hit,u,88.57,10,m,135.99,506.04,2686.19,3284.79,75.84,other,-0.8481571571210226,1.4492517627013122
p07,carrier,2,fortuna,hit,u,88.57,20,m,134.85,496.74,2573.08,3346.57,76.99,other,-0.8851284479365021,1.2077508278944862
p07,carrier,2,fortuna,hit,u,88.57,30,m,134.74,504.03,2415.4,3488.47,76.44,other,-0.8561477264263039,0.8710885752170905
p07,carrier,2,fortuna,hit,u,88.57,40,m,135.22,547.02,2426.07,3794.92,75.77,other,-0.6852449530760389,0.8938700708796211
p07,carrier,2,fortuna,hit,u,88.57,50,m,136.01,601.85,2487.22,3825.11,75.74,other,-0.4672733535692924,1.024431313594123
p07,carrier,2,fortuna,hit,u,88.57,60,m,137.21,622.72,2554.79,3874.87,75.97,other,-0.38430659665326466,1.1686998854701485
p07,carrier,2,fortuna,hit,u,88.57,70,m,138.56,507.81,1393.94,2507.26,76.48,other,-0.8411206856432379,-1.3098286281051637
p07,carrier,2,fortuna,hit,u,88.57,80,m,139.41,498.27,1486.36,2431.36,76.35,other,-0.8790460742862137,-1.1125028709232452
p07,carrier,2,fortuna,hit,u,88.57,90,m,139.27,526.9,1624.35,2503.8,74.77,other,-0.7652301542811408,-0.8178806978705189
p07,carrier,2,fortuna,hit,u,88.57,100,m,138.56,766.26,1899.21,2602.52,72.46,other,0.1863234123417812,-0.23102766152533155
p07,carrier,2,fruta,hit,u,98.42,0,m,122.71,424.9,1606.66,3252.47,79.26,other,-1.170721730967045,-0.8556505814947138
p07,carrier,2,fruta,hit,u,98.42,10,m,125.08,470.44,1027.1,1958.45,80.33,other,-0.9896816681996324,-2.093067978512165
p07,carrier,2,fruta,hit,u,98.42,20,m,127.74,506.79,1018.47,2244.4,80.46,other,-0.8451756014100968,-2.1114938742542115
p07,carrier,2,fruta,hit,u,98.42,30,m,131.59,733.29,2209.2,3087.75,79.16,other,0.0552542232894844,0.4308313675681866
p07,carrier,2,fruta,hit,u,98.42,40,m,136.44,713.87,2197.59,2708.06,77.87,other,-0.021948192585419954,0.4060428797854338
p07,carrier,2,fruta,hit,u,98.42,50,m,139.66,526.95,1439.4,2391.92,79.33,other,-0.7650313839004121,-1.212767073014382
p07,carrier,2,fruta,hit,u,98.42,60,m,141.11,903.86,2249.13,3672.46,80.99,other,0.7333395001062952,0.5160858307176571
p07,carrier,2,fruta,hit,u,98.42,70,m,142.95,435.72,2136.43,3670.19,79.21,other,-1.1277078205774225,0.27546028609092815
p07,carrier,2,fruta,hit,u,98.42,80,m,145.16,921.19,2230.65,3686.27,74.48,other,0.8022333140667535,0.4766292196732743
p07,carrier,2,fruta,hit,u,98.42,90,m,146.48,775.87,2306.23,3695.28,71.88,other,0.22452707951777676,0.6379999265311991
p07,carrier,2,fruta,hit,u,98.42,100,m,145.75,923.14,2293.06,3742.68,69.05,other,0.8099853589151602,0.6098806858680754
p07,carrier,2,luna,hit,u,97.18,0,m,104.42,922.6,1462.1,2796.8,73.45,other,0.8078386388032938,-1.1643003484089987
p07,carrier,2,luna,hit,u,97.18,10,m,105.85,397.23,1335.1,2403.06,74.64,other,-1.280721259662133,-1.4354577944391187
p07,carrier,2,luna,hit,u,97.18,20,m,105.57,411.27,1764.3,2442.81,74.67,other,-1.2249065367536027,-0.5190737327373276
p07,carrier,2,luna,hit,u,97.18,30,m,105.72,438.99,1596.38,2514.28,73.78,other,-1.1147082376777862,-0.8775993889371518
p07,carrier,2,luna,hit,u,97.18,40,m,106.09,490.46,1358.04,2634.18,73.26,other,-0.9100940077559874,-1.386478646313678
p07,carrier,2,luna,hit,u,97.18,50,m,106.22,476.95,1240.07,2647.86,74.72,other,-0.9638017646287969,-1.6383561574016563
p07,carrier,2,luna,hit,u,97.18,60,m,106.2,412.76,1447.86,2561.1,76.38,other,-1.2189831794078967,-1.194704143932376
p07,carrier,2,luna,hit,u,97.18,70,m,106.3,429.15,1530.49,2493.35,76.71,other,-1.1538262486051323,-1.0182809961727788
p07,carrier,2,luna,hit,u,97.18,80,m,106.67,521.97,1777.42,2482.51,75.78,other,-0.7848289138209593,-0.4910612469742157
p07,carrier,2,luna,hit,u,97.18,90,m,107.36,949.22,2141.05,2468.59,74.05,other,0.9136639895030857,0.2853244388520246
p07,carrier,2,luna,hit,u,97.18,100,m,108.59,993.5,2419.84,2459.26,73.48,other,1.0896950386761428,0.8805684103381436
p07,carrier,2,patilludo,hit,u,91.42,0,m,109.76,381.48,2096.31,2655.89,71.07,palatal,-1.343333929591574,0.18980015432141337
p07,carrier,2,patilludo,hit,u,91.42,10,m,111.01,735.72,2200.37,3253.98,72.46,palatal,0.06491446379288414,0.4119784522260926
p07,carrier,2,patilludo,hit,u,91.42,20,m,113.71,944.58,2276.74,3611.21,72.61,palatal,0.8952180981714917,0.5750358865042046
p07,carrier,2,patilludo,hit,u,91.42,30,m,114.45,987.54,2312.68,3519.33,72.18,palatal,1.0660016092933193,0.6517713086327284
p07,carrier,2,patilludo,hit,u,91.42,40,m,114.7,939.78,2318.54,3429.04,71.98,palatal,0.8761361416215665,0.6642829829141185
p07,carrier,2,patilludo,hit,u,91.42,50,m,114.7,674.98,2324.74,3434.11,71.45,palatal,-0.1765517947159573,0.6775205905155884
p07,carrier,2,patilludo,hit,u,91.42,60,m,114.57,539.08,2369.47,3439.02,70.69,palatal,-0.7168096895357061,0.7730235240661969
p07,carrier,2,patilludo,hit,u,91.42,70,m,112.8,870.79,2400.7,3466.63,69.86,palatal,0.6018727702925416,0.8397026346136035
p07,carrier,2,patilludo,hit,u,91.42,80,m,112.09,1072.37,2391.78,3526.57,69.3,palatal,1.403235437237096,0.8206575604514889
p07,carrier,2,patilludo,hit,u,91.42,90,m,112.06,944.17,2369.26,3475.09,69.69,palatal,0.8935881810495185,0.7725751534861479
p07,carrier,2,patilludo,hit,u,91.42,100,m,112.28,788.82,2284.95,3509.44,70.4,palatal,0.27600860812642847,0.5925650410861518
p07,carrier,2,velludo,hit,u,109.43,0,m,114.53,1607.46,2130.75,3660.17,82.04,palatal,3.530436297716121,0.2633329294495814
p07,carrier,2,velludo,hit,u,109.43,10,m,116.52,1448.58,2149.05,3598.48,82.01,palatal,2.898823535913606,0.3024052228539219
p07,carrier,2,velludo,hit,u,109.43,20,m,119.46,1420.86,2466.91,3742.6,80.89,palatal,2.78862523683779,0.9810674732093063
p07,carrier,2,velludo,hit,u,109.43,30,m,123.33,1068.4,2181.96,3668.65,81.57,palatal,1.387453069007263,0.37267129804172666
p07,carrier,2,velludo,hit,u,109.43,40,m,125.01,428.34,2163.26,2426.44,83.27,palatal,-1.1570463287729322,0.3327449654372921
p07,carrier,2,velludo,hit,u,109.43,50,m,126.67,1125.26,2243.28,3624.36,84.07,palatal,1.6134947459715814,0.5035955074162699
p07,carrier,2,velludo,hit,u,109.43,60,m,128.12,1097.41,2250.58,3560.33,84.27,palatal,1.5027796439058716,0.5191817228180007
p07,carrier,2,velludo,hit,u,109.43,70,m,129.16,912.63,2280.02,3572.44,83.77,palatal,0.7682038248860538,0.5820390079449829
p07,carrier,2,velludo,hit,u,109.43,80,m,129.59,803.68,2239.46,3594.91,82.7,palatal,0.33508316527890397,0.49543943305536364
p07,carrier,2,velludo,hit,u,109.43,90,m,129.53,849.71,2294.72,3550.2,80.6,palatal,0.518071177777455,0.6134249485484689
p07,carrier,2,velludo,hit,u,109.43,100,m,129.45,1201.82,2376.82,3551.3,78.59,palatal,1.9178519529428835,0.7887164943679408
