participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,int_norm
p07,carrier,2,coyunda,hit,u,80.55,0,m,108.18,1337.11,2117.59,3056.62,80.56,palatal,2.455684849117746,0.23523503976646065,0.9692681435632438
p07,carrier,2,coyunda,hit,u,80.55,10,m,109.5,1292.57,2113.26,3085.81,82.19,palatal,2.278620193964901,0.22599006542543387,1.3134589845649773
p07,carrier,2,coyunda,hit,u,80.55,20,m,109.83,777.27,2117.14,3340.49,84.13,palatal,0.23009265017817143,0.23427424566635333,1.7231094333645873
p07,carrier,2,coyunda,hit,u,80.55,30,m,110.48,459.61,2056.66,3291.96,85.44,palatal,-1.0327353326654005,0.1051435186120096,1.999729066316902
p07,carrier,2,coyunda,hit,u,80.55,40,m,112.01,359.29,2081.73,3406.23,85.75,palatal,-1.431548224558831,0.15867042547795565,2.0651886741147782
p07,carrier,2,coyunda,hit,u,80.55,50,m,113.71,383.88,2146.9,3654.95,85.04,palatal,-1.3337929513166116,0.2978147621534118,1.9152650562551286
p07,carrier,2,coyunda,hit,u,80.55,60,m,115.89,403.92,2115.5,3702.4,83.74,palatal,-1.254125782720675,0.23077268494596465,1.6407570235543563
p07,carrier,2,coyunda,hit,u,80.55,70,m,117.84,414.56,1775.13,2453,82.38,palatal,-1.2118274457016749,-0.49595062139475876,1.3535793893443202
p07,carrier,2,coyunda,hit,u,80.55,80,m,119.34,575.84,1995.38,3181.29,80.64,palatal,-0.570673705624198,-0.025695286842523295,0.9861609455755985
p07,carrier,2,coyunda,hit,u,80.55,90,m,120.83,909.66,2243.71,3654.91,78.97,palatal,0.7563968642707877,0.5045135995563715,0.6335237035676861
p07,carrier,2,coyunda,hit,u,80.55,100,m,119.43,1188.84,2391.82,3728.02,78.58,palatal,1.866251162105795,0.8207429643714983,0.551171293757455
p07,carrier,2,dinosaurio,hit,u,64.7,0,m,103.55,1037.81,2295.45,3200.9,79.8,other,1.265845350077637,0.614983570088642,0.8087865244458695
p07,carrier,2,dinosaurio,hit,u,64.7,10,m,103.9,984.69,2111.26,3044.49,78.94,other,1.0546716975918018,0.22171986942495955,0.6271889028130526
p07,carrier,2,dinosaurio,hit,u,64.7,20,m,104.56,960.41,2016.21,2958.22,78.49,other,0.9581488007100979,0.018778804502416684,0.5321668914935548
p07,carrier,2,dinosaurio,hit,u,64.7,30,m,106.3,1014.27,2199.44,3072.03,78.84,other,1.1722642548307136,0.4099928110858724,0.6060729002976101
p07,carrier,2,dinosaurio,hit,u,64.7,40,m,108.94,1022.67,2274.82,3144.02,79.91,other,1.2056576787930822,0.57093649834375,0.8320141272128576
p07,carrier,2,dinosaurio,hit,u,64.7,50,m,109.22,990,2293.5,3159.1,81.18,other,1.075781112025156,0.61082012898817994,1.1001873591589966
p07,carrier,2,dinosaurio,hit,u,64.7,60,m,109.53,863.07,2227.26,3022.16,82,other,0.5711826235080794,0.46939123745247063,1.2733385797856345
p07,carrier,2,dinosaurio,hit,u,64.7,70,m,109.86,884.57,2152.48,2977.81,82,other,0.6566538872212847,0.30972860899473503,1.2733385797856345
p07,carrier,2,dinosaurio,hit,u,64.7,80,m,110.64,963.28,2073.99,2984.02,81.01,other,0.9695582205639072,0.1421447669561195,1.0642901548827417
p07,carrier,2,dinosaurio,hit,u,64.7,90,m,111.52,964.03,1997.33,3036.21,79.09,other,0.9725397762748329,-0.021531845742061212,0.6588629065862196
p07,carrier,2,dinosaurio,hit,u,64.7,100,m,112.51,999.81,1962.32,3038.45,76.7,other,1.1147798607240647,-0.09628162673036432,0.15419044646711183
p07,carrier,2,flauta,hit,u,38.86,0,m,101.74,642.27,1154.2,2670.91,69.73,other,-0.30658737778846656,-1.8216970226820213,-1.3175949288593234
p07,carrier,2,flauta,hit,u,38.86,10,m,102.54,638.18,1137.48,2654.57,69.27,other,-0.32284679493204854,-1.8573958612459869,-1.4147285404303667
p07,carrier,2,flauta,hit,u,38.86,20,m,103.22,653.05,1112.1,2626.24,69.34,other,-0.263732483703427,-1.9115846484920063,-1.3999473386695545
p07,carrier,2,flauta,hit,u,38.86,30,m,103.77,656.99,1091.77,2598.21,69.58,other,-0.24806937770203008,-1.9549911908368276,-1.3492689326324903
p07,carrier,2,flauta,hit,u,38.86,40,m,104.32,598.48,1100.33,2571.88,70.01,other,-0.4806704772303855,-1.9367147519547976,-1.2584701218160803
p07,carrier,2,flauta,hit,u,38.86,50,m,104.44,539.97,1108.88,2545.55,70.34,other,-0.713271576758741,-1.9184596640527696,-1.188787313515116
p07,carrier,2,flauta,hit,u,38.86,60,m,104.49,555.38,1061.27,2542.01,70.55,other,-0.652010545418253,-2.020111679844061,-1.1444437082326853
p07,carrier,2,flauta,hit,u,38.86,70,m,104.43,625.37,972.2,2555.29,70.5,other,-0.3737717664746604,-2.2102848587251853,-1.1550017094904066
p07,carrier,2,flauta,hit,u,38.86,80,m,104.11,695.06,883.36,2568.51,70.18,other,-0.09672560981543842,-2.399966965066255,-1.2225729175398254
p07,carrier,2,flauta,hit,u,38.86,90,m,103.79,586.84,925.65,2550.38,69.53,other,-0.5269442218639533,-2.3096736706362253,-1.3598269338902116
p07,carrier,2,flauta,hit,u,38.86,100,m,102.94,478.63,967.94,2532.24,68.47,other,-0.957123079836323,-2.2193803762061957,-1.5836565605539168
p07,carrier,2,fortuna,hit,u,88.57,0,m,138.81,840.46,2558.63,3372.7,72.5,other,0.4812986573427039,1.1768986617910595,-0.7326816591815298
p07,carrier,2,fortuna,hit,u,88.57,10,m,135.99,506.04,2686.19,3284.79,75.84,other,-0.8481571571210226,1.4492517627013122,-0.027407175165705042
p07,carrier,2,fortuna,hit,u,88.57,20,m,134.85,496.74,2573.08,3346.57,76.99,other,-0.8851284479365021,1.2077508278944862,0.21542685376189727
p07,carrier,2,fortuna,hit,u,88.57,30,m,134.74,504.03,2415.4,3488.47,76.44,other,-0.8561477264263039,0.8710885752170905,0.09928883992695678
p07,carrier,2,fortuna,hit,u,88.57,40,m,135.22,547.02,2426.07,3794.92,75.77,other,-0.6852449530760389,0.8938700708796211,-0.042188376926517286
p07,carrier,2,fortuna,hit,u,88.57,50,m,136.01,601.85,2487.22,3825.11,75.74,other,-0.4672733535692924,1.024431313594123,-0.04852317768115068
p07,carrier,2,fortuna,hit,u,88.57,60,m,137.21,622.72,2554.79,3874.87,75.97,other,-0.38430659665326466,1.1686998854701485,4.3628104370984846e-5
p07,carrier,2,fortuna,hit,u,88.57,70,m,138.56,507.81,1393.94,2507.26,76.48,other,-0.8411206856432379,-1.3098286281051637,0.10773524093313563
p07,carrier,2,fortuna,hit,u,88.57,80,m,139.41,498.27,1486.36,2431.36,76.35,other,-0.8790460742862137,-1.1125028709232452,0.0802844376630566
p07,carrier,2,fortuna,hit,u,88.57,90,m,139.27,526.9,1624.35,2503.8,74.77,other,-0.7652301542811408,-0.8178806978705189,-0.25334840208095566
p07,carrier,2,fortuna,hit,u,88.57,100,m,138.56,766.26,1899.21,2602.52,72.46,other,0.1863234123417812,-0.23102766152533155,-0.7411280601877087
p07,carrier,2,fruta,hit,u,98.42,0,m,122.71,424.9,1606.66,3252.47,79.26,other,-1.170721730967045,-0.8556505814947138,0.6947601108624745
p07,carrier,2,fruta,hit,u,98.42,10,m,125.08,470.44,1027.1,1958.45,80.33,other,-0.9896816681996324,-2.093067978512165,0.9207013377777221
p07,carrier,2,fruta,hit,u,98.42,20,m,127.74,506.79,1018.47,2244.4,80.46,other,-0.8451756014100968,-2.1114938742542115,0.9481521410477981
p07,carrier,2,fruta,hit,u,98.42,30,m,131.59,733.29,2209.2,3087.75,79.16,other,0.0552542232894844,0.4308313675681866,0.6736441083470288
p07,carrier,2,fruta,hit,u,98.42,40,m,136.44,713.87,2197.59,2708.06,77.87,other,-0.021948192585419954,0.4060428797854338,0.4012476758978051
p07,carrier,2,fruta,hit,u,98.42,50,m,139.66,526.95,1439.4,2391.92,79.33,other,-0.7650313839004121,-1.212767073014382,0.7095413126232838
p07,carrier,2,fruta,hit,u,98.42,60,m,141.11,903.86,2249.13,3672.46,80.99,other,0.7333395001062952,0.5160858307176571,1.0600669543796506
p07,carrier,2,fruta,hit,u,98.42,70,m,142.95,435.72,2136.43,3670.19,79.21,other,-1.1277078205774225,0.27546028609092815,0.6842021096047501
p07,carrier,2,fruta,hit,u,98.42,80,m,145.16,921.19,2230.65,3686.27,74.48,other,0.8022333140667535,0.4766292196732743,-0.31458480937574107
p07,carrier,2,fruta,hit,u,98.42,90,m,146.48,775.87,2306.23,3695.28,71.88,other,0.22452707951777676,0.6379999265311991,-0.8636008747772826
p07,carrier,2,fruta,hit,u,98.42,100,m,145.75,923.14,2293.06,3742.68,69.05,other,0.8099853589151602,0.6098806858680754,-1.4611837459643429
p07,carrier,2,luna,hit,u,97.18,0,m,104.42,922.6,1462.1,2796.8,73.45,other,0.8078386388032938,-1.1643003484089987,-0.5320796352848128
p07,carrier,2,luna,hit,u,97.18,10,m,105.85,397.23,1335.1,2403.06,74.64,other,-1.280721259662133,-1.4354577944391187,-0.28079920535103164
p07,carrier,2,luna,hit,u,97.18,20,m,105.57,411.27,1764.3,2442.81,74.67,other,-1.2249065367536027,-0.5190737327373276,-0.27446440459639826
p07,carrier,2,luna,hit,u,97.18,30,m,105.72,438.99,1596.38,2514.28,73.78,other,-1.1147082376777862,-0.8775993889371518,-0.46239682698384854
p07,carrier,2,luna,hit,u,97.18,40,m,106.09,490.46,1358.04,2634.18,73.26,other,-0.9100940077559874,-1.386478646313678,-0.5722000400641556
p07,carrier,2,luna,hit,u,97.18,50,m,106.22,476.95,1240.07,2647.86,74.72,other,-0.9638017646287969,-1.6383561574016563,-0.263906403338677
p07,carrier,2,luna,hit,u,97.18,60,m,106.2,412.76,1447.86,2561.1,76.38,other,-1.2189831794078967,-1.194704143932376,0.08661923841769
p07,carrier,2,luna,hit,u,97.18,70,m,106.3,429.15,1530.49,2493.35,76.71,other,-1.1538262486051323,-1.0182809961727788,0.1563020467186543
p07,carrier,2,luna,hit,u,97.18,80,m,106.67,521.97,1777.42,2482.51,75.78,other,-0.7848289138209593,-0.4910612469742157,-0.04007677667497182
p07,carrier,2,luna,hit,u,97.18,90,m,107.36,949.22,2141.05,2468.59,74.05,other,0.9136639895030857,0.2853244388520246,-0.405383620192151
p07,carrier,2,luna,hit,u,97.18,100,m,108.59,993.5,2419.84,2459.26,73.48,other,1.0896950386761428,0.8805684103381436,-0.5257448345301794
p07,carrier,2,patilludo,hit,u,91.42,0,m,109.76,381.48,2096.31,2655.89,71.07,palatal,-1.343333929591574,0.18980015432141337,-1.0346404951523782
p07,carrier,2,patilludo,hit,u,91.42,10,m,111.01,735.72,2200.37,3253.98,72.46,palatal,0.06491446379288414,0.4119784522260926,-0.7411280601877087
p07,carrier,2,patilludo,hit,u,91.42,20,m,113.71,944.58,2276.74,3611.21,72.61,palatal,0.8952180981714917,0.5750358865042046,-0.7094540564145417
p07,carrier,2,patilludo,hit,u,91.42,30,m,114.45,987.54,2312.68,3519.33,72.18,palatal,1.0660016092933193,0.6517713086327284,-0.8002528672309487
p07,carrier,2,patilludo,hit,u,91.42,40,m,114.7,939.78,2318.54,3429.04,71.98,palatal,0.8761361416215665,0.6642829829141185,-0.842484872261837
p07,carrier,2,patilludo,hit,u,91.42,50,m,114.7,674.98,2324.74,3434.11,71.45,palatal,-0.1765517947159573,0.6775205905155884,-0.9543996855936896
p07,carrier,2,patilludo,hit,u,91.42,60,m,114.57,539.08,2369.47,3439.02,70.69,palatal,-0.7168096895357061,0.7730235240661969,-1.1148813047110637
p07,carrier,2,patilludo,hit,u,91.42,70,m,112.8,870.79,2400.7,3466.63,69.86,palatal,0.6018727702925416,0.8397026346136035,-1.2901441255892472
p07,carrier,2,patilludo,hit,u,91.42,80,m,112.09,1072.37,2391.78,3526.57,69.3,palatal,1.403235437237096,0.8206575604514889,-1.4083937396757331
p07,carrier,2,patilludo,hit,u,91.42,90,m,112.06,944.17,2369.26,3475.09,69.69,palatal,0.8935881810495185,0.7725751534861479,-1.326041329865502
p07,carrier,2,patilludo,hit,u,91.42,100,m,112.28,788.82,2284.95,3509.44,70.4,palatal,0.27600860812642847,0.5925650410861518,-1.1761177120058492
p07,carrier,2,puerta,hit,u,60.44,0,m,115.43,497.76,1091.11,3193.38,74.74,other,-0.8810735321696432,-1.9564003555169844,-0.25968320283558904
p07,carrier,2,puerta,hit,u,60.44,10,m,116.4,517.93,862.9,3008.31,77.67,other,-0.8008895605838131,-2.443651070151107,0.35901567086691677
p07,carrier,2,puerta,hit,u,60.44,20,m,117.84,577.2,1477.74,2888.3,79.22,other,-0.5652671512683858,-1.1309074156852892,0.6863137098562957
p07,carrier,2,puerta,hit,u,60.44,30,m,119.56,601.96,2004.89,3078.43,79.67,other,-0.4668360587316899,-0.00539050486026788,0.7813357211757935
p07,carrier,2,puerta,hit,u,60.44,40,m,122.39,635.16,2429.74,3297.78,79.64,other,-0.3348525259280429,0.9017058805404907,0.7750009204211601
p07,carrier,2,puerta,hit,u,60.44,50,m,126.5,759.84,2406.39,3273.39,79.68,other,0.1608012954562568,0.8518513422349532,0.783447321427339
p07,carrier,2,puerta,hit,u,60.44,60,m,133.21,851.85,2373.02,3264.02,80.29,other,0.5265785500726298,0.7806031219670392,0.9122549367715462
p07,carrier,2,puerta,hit,u,60.44,70,m,137.06,911.11,2329.6,3269.73,81.11,other,0.762161205311911,0.6878971667967414,1.0854061573981844
p07,carrier,2,puerta,hit,u,60.44,80,m,139.49,908.03,2143.38,2824.39,82.29,other,0.7499169498590423,0.290299217192577,1.3345749870804229
p07,carrier,2,puerta,hit,u,60.44,90,m,140.8,860.7,1921.63,2399.72,83.73,other,0.5617609074615539,-0.18315876436001416,1.6386454233028138
p07,carrier,2,puerta,hit,u,60.44,100,m,141.64,673.84,1660.33,2414.99,85.09,other,-0.18108375939656443,-0.7410598718219856,1.9258230575128499
p07,carrier,2,rueda,hit,u,90.85,0,m,94.26,439.87,923.63,2643.11,74.22,other,-1.1112098789769667,-2.3139865685967043,-0.36948641591589615
p07,carrier,2,rueda,hit,u,90.85,10,m,95.08,444.92,877.75,2625.77,74.62,other,-1.0911340705233998,-2.4119448648475856,-0.2850224058541196
p07,carrier,2,rueda,hit,u,90.85,20,m,96.38,468.71,790.89,2556.93,74.83,other,-0.9965591233728346,-2.597399477148186,-0.24067880057168886
p07,carrier,2,rueda,hit,u,90.85,30,m,98.08,530.95,650.34,2668.12,75.39,other,-0.7491297534421414,-2.897487501081519,-0.1224291864852029
p07,carrier,2,rueda,hit,u,90.85,40,m,100.08,604.85,2486.82,3963.57,76.82,other,-0.4553471307255893,1.0235772743940288,0.1795296494856424
p07,carrier,2,rueda,hit,u,90.85,50,m,102,618.89,2626.32,4098.21,78.97,other,-0.3995324078170591,1.3214234454271132,0.6335237035676861
p07,carrier,2,rueda,hit,u,90.85,60,m,103.22,549.39,1152.49,2977.59,80.65,other,-0.6758232370295134,-1.825348040262427,0.988272545827144
p07,carrier,2,rueda,hit,u,90.85,70,m,103.57,513.94,801.95,2650.26,80.66,other,-0.8167514369659378,-2.5737852932655625,0.9903841460786864
p07,carrier,2,rueda,hit,u,90.85,80,m,103.52,526.36,985.07,2666.84,78.86,other,-0.7673768743930072,-2.182806147462133,0.610296100800698
p07,carrier,2,rueda,hit,u,90.85,90,m,103.84,828.24,1501.89,2764.04,77.27,other,0.43271917629268664,-1.0793447989795615,0.27455166080514026
p07,carrier,2,rueda,hit,u,90.85,100,m,105.07,911.59,1800.72,2740.62,77.19,other,0.7640694009669036,-0.4413134635686899,0.25765885879278555
p07,carrier,2,velludo,hit,u,109.43,0,m,114.53,1607.46,2130.75,3660.17,82.04,palatal,3.530436297716121,0.2633329294495814,1.2817849807918134
p07,carrier,2,velludo,hit,u,109.43,10,m,116.52,1448.58,2149.05,3598.48,82.01,palatal,2.898823535913606,0.3024052228539219,1.27545018003718
p07,carrier,2,velludo,hit,u,109.43,20,m,119.46,1420.86,2466.91,3742.6,80.89,palatal,2.78862523683779,0.9810674732093063,1.0389509518642082
p07,carrier,2,velludo,hit,u,109.43,30,m,123.33,1068.4,2181.96,3668.65,81.57,palatal,1.387453069007263,0.37267129804172666,1.1825397689692245
p07,carrier,2,velludo,hit,u,109.43,40,m,125.01,428.34,2163.26,2426.44,83.27,palatal,-1.1570463287729322,0.3327449654372921,1.5415118117317703
p07,carrier,2,velludo,hit,u,109.43,50,m,126.67,1125.26,2243.28,3624.36,84.07,palatal,1.6134947459715814,0.5035955074162699,1.7104398318553204
p07,carrier,2,velludo,hit,u,109.43,60,m,128.12,1097.41,2250.58,3560.33,84.27,palatal,1.5027796439058716,0.5191817228180007,1.7526718368862089
p07,carrier,2,velludo,hit,u,109.43,70,m,129.16,912.63,2280.02,3572.44,83.77,palatal,0.7682038248860538,0.5820390079449829,1.6470918243089896
p07,carrier,2,velludo,hit,u,109.43,80,m,129.59,803.68,2239.46,3594.91,82.7,palatal,0.33508316527890397,0.49543943305536364,1.421150597393742
p07,carrier,2,velludo,hit,u,109.43,90,m,129.53,849.71,2294.72,3550.2,80.6,palatal,0.518071177777455,0.6134249485484689,0.9777145445694196
p07,carrier,2,velludo,hit,u,109.43,100,m,129.45,1201.82,2376.82,3551.3,78.59,palatal,1.9178519529428835,0.7887164943679408,0.5532828940090004
p08,carrier,1,faluduako,hit,u,115.68,0,f,233.1,577.95,3069.67,3903.42,68.48,other,-0.22282910097612266,5.753586789876432,-2.9545401005207514
p08,carrier,1,faluduako,hit,u,115.68,10,f,233.36,467.26,1490.34,3583.69,73.17,other,-0.8529406595055168,0.7820473293247029,-1.3786699840982914
p08,carrier,1,faluduako,hit,u,115.68,20,f,233.53,460.56,1098.84,3454.99,74.16,other,-0.8910809381408672,-0.450347229637643,-1.0460236269003749
p08,carrier,1,faluduako,hit,u,115.68,30,f,232.08,467.25,1080.49,3515.11,74.38,other,-0.8529975852945247,-0.5081108060283427,-0.9721022141897269
p08,carrier,1,faluduako,hit,u,115.68,40,f,231.39,466.42,1002.62,3626.47,76.01,other,-0.8577224257821875,-0.7532361299271878,-0.4244117472881007
p08,carrier,1,faluduako,hit,u,115.68,50,f,232.18,469.64,954.95,3565.01,77.83,other,-0.8393923217216163,-0.9032955133901125,0.1871199396818072
p08,carrier,1,faluduako,hit,u,115.68,60,f,231.35,475.71,935.05,3479.83,78.33,other,-0.8048383677937689,-0.965938301955504,0.3551231503878265
p08,carrier,1,faluduako,hit,u,115.68,70,f,228.08,544.22,952.28,3514.7,76.93,other,-0.41483978730005855,-0.9117003498458712,-0.11528583958902465
p08,carrier,1,faluduako,hit,u,115.68,80,f,226.11,663.92,1129.07,3082.77,78.09,other,0.26656190712553,-0.35518685283705104,0.27448160924893894
p08,carrier,1,faluduako,hit,u,115.68,90,f,224.53,778.72,1303.52,2905.07,80.36,other,0.9200699649372064,0.1939606077273967,1.0372161858542652
p08,carrier,1,faluduako,hit,u,115.68,100,f,221.54,877.32,1403.2,2836.73,82.15,other,1.4813582445559457,0.507741168742382,1.6386676801818163
p08,carrier,1,faluguato,hit,u,61.92,0,f,NA,533.4,864.34,3328.32,75.04,other,-0.4764334910066994,-1.1885248134860975,-0.7503379760577777
p08,carrier,1,faluguato,hit,u,61.92,10,f,221.74,515.12,884.3,3294.36,76.21,other,-0.5804938333132971,-1.1256931521913636,-0.3572104630056968
p08,carrier,1,faluguato,hit,u,61.92,20,f,220.99,522.1,868.52,3163.62,76.18,other,-0.540759632585723,-1.1753666800085432,-0.3672906556480536
p08,carrier,1,faluguato,hit,u,61.92,30,f,220.44,582.5,946.37,3280.37,76.19,other,-0.1969278669774894,-0.9303043136861456,-0.36393059143393625
p08,carrier,1,faluguato,hit,u,61.92,40,f,220.67,622.35,1048.03,3185.06,77.22,other,0.029921402219333794,-0.6102909526028454,-0.017843977379536132
p08,carrier,1,faluguato,hit,u,61.92,50,f,220.84,638.66,1176.97,2846.85,78.48,other,0.12276736409135817,-0.20440345724497833,0.4055241135996342
p08,carrier,1,faluguato,hit,u,61.92,60,f,220.94,657.97,1233.87,2772.7,79.38,other,0.23269106266577894,-0.025289152251473043,0.707929892870466
p08,carrier,1,faluguato,hit,u,61.92,70,f,220.36,679.48,1272.42,2750.44,79.76,other,0.3551384348219562,0.09606157635133324,0.835612333007044
p08,carrier,1,faluguato,hit,u,61.92,80,f,219.6,706.41,1292.38,2746.72,79.69,other,0.5084395846204613,0.1588932376460675,0.8120918835081988
p08,carrier,1,faluguato,hit,u,61.92,90,f,218.61,744.08,1308.75,2761.25,79.54,other,0.722879031813544,0.21042401396845184,0.7616909202963958
p08,carrier,1,faluguato,hit,u,61.92,100,f,217.71,788.37,1323.05,2786.85,79.79,other,0.9750033513299126,0.25543868112850676,0.8456925256494056
p08,carrier,1,flauro,hit,u,128.15,0,f,222.73,888.69,1577.2,2716.16,84.78,other,1.5460828666580255,1.055472083836758,2.5223645684954765
p08,carrier,1,flauro,hit,u,128.15,10,f,222.37,872.58,1446.9,2843.6,83.53,other,1.4543754205661603,0.6453034732804523,2.102356541730428
p08,carrier,1,flauro,hit,u,128.15,20,f,222.45,869.34,1469.22,2784.14,84.23,other,1.435931464927573,0.7155641285960066,2.337561036718856
p08,carrier,1,flauro,hit,u,128.15,30,f,222.6,831.15,1429.59,2749.34,82.68,other,1.2185318767060753,0.5908136908650286,1.8167510835301972
p08,carrier,1,flauro,hit,u,128.15,40,f,223.18,803.45,1470.03,2652.26,80.74,other,1.0608474411539552,0.7181139104421355,1.1648986259908383
p08,carrier,1,flauro,hit,u,128.15,50,f,223.82,819.58,1502,2709.87,78.91,other,1.1526687388238361,0.8187515963936711,0.5500068748068083
p08,carrier,1,flauro,hit,u,128.15,60,f,224.54,771.52,1409.52,2851.55,78.29,other,0.8790833968514564,0.5276357628998326,0.3416828935313476
p08,carrier,1,flauro,hit,u,128.15,70,f,226.34,693.12,1264.44,2874.58,78.17,other,0.4327852110288486,0.07094150334872903,0.30136212296190146
p08,carrier,1,flauro,hit,u,128.15,80,f,229.8,602.9,1272.85,2817.79,77.51,other,-0.08079925740119868,0.09741516424495675,0.07959788482995715
p08,carrier,1,flauro,hit,u,128.15,90,f,233.94,600.8,1331.69,2710.65,76.87,other,-0.09275367309287581,0.28263635415388294,-0.13544622487374772
p08,carrier,1,flauro,hit,u,128.15,100,f,232.4,628.84,1364.63,2709.57,74.77,other,0.06686623928551658,0.38632748256312877,-0.8410597098390317
p08,carrier,1,lakabuaisto,hit,u,107.33,0,f,242.38,500.11,1558.53,2686.28,76.16,other,-0.6659394426142836,0.9967011862228956,-0.3740107840762978
p08,carrier,1,lakabuaisto,hit,u,107.33,10,f,241,509.01,1384.43,2744.76,77.06,other,-0.6152754903971764,0.4486554832462818,-0.07160500480546116
p08,carrier,1,lakabuaisto,hit,u,107.33,20,f,239.58,505.44,1344.48,2789.52,77.64,other,-0.6355979970730273,0.32289772429214186,0.12327871961352065
p08,carrier,1,lakabuaisto,hit,u,107.33,30,f,238.23,523.94,1262.8,2688.35,77.73,other,-0.5302852874082534,0.06577898208002311,0.15351929754060525
p08,carrier,1,lakabuaisto,hit,u,107.33,40,f,236.68,504.22,1147.23,2832.34,77.74,other,-0.6425429433320015,-0.29802137342260326,0.15687936175472258
p08,carrier,1,lakabuaisto,hit,u,107.33,50,f,235.33,495.75,1084.33,2930.47,78.06,other,-0.6907590866217654,-0.4960229513503981,0.2644014166065774
p08,carrier,1,lakabuaisto,hit,u,107.33,60,f,234.25,496.71,1023.86,2890.31,78.65,other,-0.6852942108769989,-0.6863751837398053,0.46264520523968133
p08,carrier,1,lakabuaisto,hit,u,107.33,70,f,233.07,499.28,1012.49,2934.27,79.22,other,-0.6706642831019467,-0.7221665659502827,0.654168865444541
p08,carrier,1,lakabuaisto,hit,u,107.33,80,f,231.18,503.86,1040.64,2952.19,78.79,other,-0.644592271736289,-0.6335537771002441,0.5096861042373669
p08,carrier,1,lakabuaisto,hit,u,107.33,90,f,228.46,543.68,1040.93,3001.68,77.41,other,-0.41791377990649026,-0.6326408922417535,0.04599724268875043
p08,carrier,1,lakabuaisto,hit,u,107.33,100,f,227.04,633.59,1133.31,2988.73,77.1,other,0.09390598906430979,-0.3418398466301536,-0.05816474794898229
p08,carrier,1,lakaduaisto,hit,u,148.86,0,f,239.18,411.4,1910.75,3075.62,72.21,other,-1.170928116904125,2.1054470650420973,-1.7012361486538512
p08,carrier,1,lakaduaisto,hit,u,148.86,10,f,239.21,476.26,1467.6,2939.83,75.21,other,-0.8017074493983297,0.7104645649037482,-0.6932168844177354
p08,carrier,1,lakaduaisto,hit,u,148.86,20,f,238.13,550.44,1316.78,2887.95,75.27,other,-0.3794319465370913,0.23570148091217497,-0.6730564991330124
p08,carrier,1,lakaduaisto,hit,u,148.86,30,f,235.99,627.04,1151.77,2505.95,75.19,other,0.05661959726407875,-0.28373000356899153,-0.6999370128459749
p08,carrier,1,lakaduaisto,hit,u,148.86,40,f,235.17,515.17,1604.21,3705.78,74.76,other,-0.5802092043682574,1.1404962908292813,-0.8444197740531489
p08,carrier,1,lakaduaisto,hit,u,148.86,50,f,235.07,495.79,1304.79,2459.25,75.22,other,-0.6905313834657334,0.1979584138318211,-0.6898568202036133
p08,carrier,1,lakaduaisto,hit,u,148.86,60,f,234.43,506.58,1757.87,3766.97,76.68,other,-0.6291084571261171,1.6241993506764179,-0.1992874449420343
p08,carrier,1,lakaduaisto,hit,u,148.86,70,f,234.56,479.44,983.62,2795.06,78.54,other,-0.7836050484937902,-0.8130458275524358,0.4256844988843573
p08,carrier,1,lakaduaisto,hit,u,148.86,80,f,233.84,479.92,949.72,2945.07,80.3,other,-0.7808726106214068,-0.9197589196311676,1.017055800569542
p08,carrier,1,lakaduaisto,hit,u,148.86,90,f,229.75,522.05,950.73,2911.53,78.57,other,-0.5410442615307633,-0.9165795620205623,0.43576469152671404
p08,carrier,1,lakaduaisto,hit,u,148.86,100,f,225.26,688.21,1102.77,2997.88,78.71,other,0.4048346486259278,-0.4379760658656836,0.48280559052439964
p08,carrier,1,lakafuaisto,hit,u,104.13,0,f,235.92,467.23,2082.8,3017.04,74.72,other,-0.8531114368725407,2.64703961643283,-0.8578600309096326
p08,carrier,1,lakafuaisto,hit,u,104.13,10,f,235.26,487.23,1773.06,2865.89,75.29,other,-0.7392598588565692,1.6720156299883924,-0.6663363707047681
p08,carrier,1,lakafuaisto,hit,u,104.13,20,f,235.24,504.37,1697.18,2649.62,76.54,other,-0.6416890564968818,1.433154584946087,-0.2463283439397199
p08,carrier,1,lakafuaisto,hit,u,104.13,30,f,236.35,503.86,1606.98,2592.15,78.27,other,-0.644592271736289,1.149215915167278,0.3349627651031034
p08,carrier,1,lakafuaisto,hit,u,104.13,40,f,236.91,500.66,1392.58,2780.95,79.7,other,-0.6628085242188444,0.47431069564869033,0.8154519477223209
p08,carrier,1,lakafuaisto,hit,u,104.13,50,f,236.31,515.38,1206.49,2953.44,80.02,other,-0.5790137627990896,-0.11147807440827735,0.922974002574171
p08,carrier,1,lakafuaisto,hit,u,104.13,60,f,234.33,522.73,1087.47,2925.6,79.16,other,-0.5371733078782199,-0.48613861184811996,0.6340084801598179
p08,carrier,1,lakafuaisto,hit,u,104.13,70,f,231.24,560.04,1031.67,2922.03,77.76,other,-0.32478318908942555,-0.6617902501370059,0.1635994901829668
p08,carrier,1,lakafuaisto,hit,u,104.13,80,f,228.85,583.2,1077.55,2955.03,77.23,other,-0.19294306174693016,-0.5173655697661443,-0.014483913165414027
p08,carrier,1,lakafuaisto,hit,u,104.13,90,f,228,651.14,1149.29,2982.27,77.25,other,0.19381074877332446,-0.29153674304849764,-0.007763784737174592
