participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,int_norm
p06,carrier,2,fruta,hit,u,128.42,30,f,227.8,524,1744.34,2834.38,78.02,other,0.16768567999389644,0.8677003888783235,-0.21093577860108909
p06,carrier,2,fruta,hit,u,128.42,40,f,229.87,515.75,1471.1,2814.19,78.47,other,0.11054213856804027,0.33325172466564024,-0.10219586423235144
p06,carrier,2,fruta,hit,u,128.42,50,f,233.23,473.34,1057.08,3235.18,78.56,other,-0.18321029681020964,-0.47655809804455995,-0.08044788135860323
p06,carrier,2,fruta,hit,u,128.42,60,f,238.02,453.9,982.43,3420.22,78.74,other,-0.31786125987913616,-0.6225711004727432,-0.03695191561111025
p06,carrier,2,fruta,hit,u,128.42,70,f,244.06,417.1,983.9,3404.16,79.45,other,-0.5727560870878035,-0.6196958276854768,0.1346155048373433
p06,carrier,2,fruta,hit,u,128.42,80,f,248.12,368.96,991.37,3424.13,79.74,other,-0.9061973094200118,-0.6050847476032459,0.2046923385416385
p06,carrier,2,fruta,hit,u,128.42,90,f,246.3,337.35,942.13,3407.2,77.76,other,-1.125143654204413,-0.7013966061372546,-0.2737632846808016
p06,carrier,2,fruta,hit,u,128.42,100,f,237.41,486.21,1392.74,3431.5,73.16,other,-0.09406637218587398,0.1799820813934041,-1.385326853783448
p06,carrier,2,luna,hit,u,172.38,0,f,225.51,425.09,1702.11,2781,78.29,other,-0.5174134330280957,0.7850998652005984,-0.14569182997984445
p06,carrier,2,luna,hit,u,172.38,10,f,235.52,459.54,1308.45,3088.48,81.2,other,-0.27879585701345966,0.01511354857797793,0.5574929496046537
p06,carrier,2,luna,hit,u,172.38,20,f,241.86,475.91,1071.76,3103.31,81.7,other,-0.16540921784482138,-0.4478444895295467,0.678315076681028
p06,carrier,2,luna,hit,u,172.38,30,f,247.48,439.23,876.05,3221.57,82.88,other,-0.4194728662691129,-0.8306469638124637,0.9634552965812697
p06,carrier,2,luna,hit,u,172.38,40,f,251.66,378.88,798.79,3210.73,83.71,other,-0.8374865299115882,-0.9817650424139566,1.1640200275280508
p06,carrier,2,luna,hit,u,172.38,50,f,256.83,353.99,807.53,3160.82,83.17,other,-1.0098868627709288,-0.9646698831209582,1.0335321302855685
p06,carrier,2,luna,hit,u,172.38,60,f,263.67,371.74,812.4,3141.75,82.52,other,-0.8869416675819655,-0.9551443195332121,0.8764633650862803
p06,carrier,2,luna,hit,u,172.38,70,f,267.9,388.17,846.29,3099.31,83.78,other,-0.7731394390211391,-0.8888565679954876,1.180935125318745
p06,carrier,2,luna,hit,u,172.38,80,f,272.08,392.47,879.94,2981.63,84.56,other,-0.7433555325809958,-0.8230382487495616,1.3694176435578893
p06,carrier,2,luna,hit,u,172.38,90,f,272.83,390.88,1030.5,1865.85,82.86,other,-0.7543686514739792,-0.5285477243612525,0.9586224114982157
p06,carrier,2,luna,hit,u,172.38,100,f,259.74,328.26,1296.74,2887.69,83.49,other,-1.188105447120902,-0.007790835326027853,1.1108582916144463
p06,carrier,2,puerta,hit,u,85.4,0,f,216.45,474.86,1634.99,3317.83,78.25,other,-0.17268203220811223,0.6538153009275957,-0.1553576001459559
p06,carrier,2,puerta,hit,u,85.4,10,f,217.27,452.05,1220.13,3197.63,82.26,other,-0.3306752661382673,-0.15763753480389936,0.8136358590065679
p06,carrier,2,puerta,hit,u,85.4,20,f,218.19,446.68,1031.18,3126.66,84.56,other,-0.3678705167390974,-0.5272176662011564,1.3694176435578893
p06,carrier,2,puerta,hit,u,85.4,30,f,217.88,449.82,1043.39,2974.05,85.4,other,-0.3461213385479231,-0.5033352983559036,1.572398817046199
p06,carrier,2,puerta,hit,u,85.4,40,f,216.37,453.62,1134.02,2848.28,85.21,other,-0.3198006770426802,-0.32606592916546506,1.526486408757174
p06,carrier,2,puerta,hit,u,85.4,50,f,215.56,462.26,1242.86,2899.53,84.79,other,-0.2599558045676018,-0.11317838483480926,1.4249958220130226
p06,carrier,2,puerta,hit,u,85.4,60,f,215.95,478.01,1446.05,2894.45,84.72,other,-0.15086358911824005,0.28425472920916356,1.4080807242223283
p06,carrier,2,puerta,hit,u,85.4,70,f,217.21,485.12,1651.69,2896.73,84.73,other,-0.10161624614395663,0.686479964565247,1.410497166763857
p06,carrier,2,puerta,hit,u,85.4,80,f,218.92,480.57,1651.13,2887.36,84.5,other,-0.1331317750515501,0.6853846225510504,1.3549189883087238
p06,carrier,2,puerta,hit,u,85.4,90,f,221.18,488.42,1719.49,2951.31,83.82,other,-0.07875882957361408,0.8190945869983457,1.190600895484853
p06,carrier,2,puerta,hit,u,85.4,100,f,224.76,513.37,1782.36,3086.83,82.54,other,0.09405709267791451,0.9420662877707485,0.8812962501693378
p06,carrier,2,velludo,hit,u,143.32,0,f,226.45,315.68,1826.86,3797.71,75.52,palatal,-1.2752406896829953,1.0291068585417351,-0.815046413982961
p06,carrier,2,velludo,hit,u,143.32,10,f,227.37,328.1,1723.02,3633.69,76.75,palatal,-1.18921368550007,0.8259991536235498,-0.517823981375079
p06,carrier,2,velludo,hit,u,143.32,20,f,226.61,384.83,1374.23,3132.49,76.81,palatal,-0.7962739151862738,0.14377711588843867,-0.5033253261259135
p06,carrier,2,velludo,hit,u,143.32,30,f,227.7,388.62,1083.76,3164.15,76.96,palatal,-0.7700225185797288,-0.4243728749396177,-0.4670786880030033
p06,carrier,2,velludo,hit,u,143.32,40,f,230.02,392.61,1015.39,3307.83,77.33,palatal,-0.7423858239992238,-0.5581023990657381,-0.37767031396648515
p06,carrier,2,velludo,hit,u,143.32,50,f,231.79,401.79,1006.77,3365.35,77.66,palatal,-0.6788006469944529,-0.5749628422128371,-0.2979277100960785
p06,carrier,2,velludo,hit,u,143.32,60,f,233.1,412.82,1002.6,3493.28,77.76,palatal,-0.6024014637305508,-0.5831192282828374,-0.2737632846808016
p06,carrier,2,velludo,hit,u,143.32,70,f,234.88,428.76,1134.87,3574.23,78.09,palatal,-0.49199321520592687,-0.3244033564653453,-0.19402068081039486
p06,carrier,2,velludo,hit,u,143.32,80,f,236.2,478.87,2633.15,3353.32,78.7,palatal,-0.14490680783021131,2.60618420251789,-0.046617685777218275
p06,carrier,2,velludo,hit,u,143.32,90,f,235.05,470.71,958.81,3394.7,77.59,palatal,-0.20142696516778558,-0.6687710618572534,-0.31484280788676927
p06,carrier,2,velludo,hit,u,143.32,100,f,226.68,679.48,1985.8,3551.39,72.49,palatal,1.2446163249505169,1.3399883937853447,-1.54722850406579
p07,carrier,1,faluduako,hit,u,97.15,0,m,98.74,340.85,1720.55,2615.32,65.86,other,-1.5048547409714592,-0.6124842702477035,-2.1347842262070005
p07,carrier,1,faluduako,hit,u,97.15,10,m,99.47,343.62,1772.03,2600.17,67.32,other,-1.4938428618791066,-0.5025694251954943,-1.826490589481522
p07,carrier,1,faluduako,hit,u,97.15,20,m,99.99,406.08,1911.08,2709.91,67.88,other,-1.2455389022732088,-0.20568404826251663,-1.708240975395036
p07,carrier,1,faluduako,hit,u,97.15,30,m,100.53,481.48,2225.82,2944.24,68.19,other,-0.9457931681348051,0.46631669633212897,-1.6427813675971596
p07,carrier,1,faluduako,hit,u,97.15,40,m,100.95,494.26,2201.32,2842.71,68.11,other,-0.8949874588206301,0.41400679532631846,-1.6596741696095143
p07,carrier,1,faluduako,hit,u,97.15,50,m,101.21,443.82,1640.73,2761.74,67.76,other,-1.0955070188994243,-0.7829077926266338,-1.7335801784135667
p07,carrier,1,faluduako,hit,u,97.15,60,m,101.76,452.62,1862.52,2703.9,68.3,other,-1.0605234318912287,-0.30936440715403324,-1.6195537648301717
p07,carrier,1,faluduako,hit,u,97.15,70,m,103.04,430.41,1682.36,2738.5,70.48,other,-1.1488172350107768,-0.694023662876761,-1.1592249099934946
p07,carrier,1,faluduako,hit,u,97.15,80,m,104.7,429.98,1569.25,2723.79,72.83,other,-1.150526660285041,-0.9355245976835864,-0.6629988508805655
p07,carrier,1,faluduako,hit,u,97.15,90,m,106.18,454.25,2092.6,3060.92,73.44,other,-1.0540435174794833,0.1818789407405334,-0.5341912355363583
p07,carrier,1,faluduako,hit,u,97.15,100,m,107.17,623.53,2308.25,3109.39,72.64,other,-0.3810865164854651,0.6423128244916781,-0.7031192556599084
p07,carrier,1,faluguato,hit,u,43.79,0,m,NA,584.64,2383.37,3137.39,69.21,other,-0.5356901186160025,0.8027013862694936,-1.4273981419396333
p07,carrier,1,faluguato,hit,u,43.79,10,m,NA,607.29,2222.03,3094.13,72.06,other,-0.4456471361460444,0.4582246749112302,-0.8255920702494822
p07,carrier,1,faluguato,hit,u,43.79,20,m,NA,638.95,2195.59,3103.13,74.25,other,-0.319785731068831,0.40177268378495945,-0.36315161516126276
p07,carrier,1,faluguato,hit,u,43.79,30,m,NA,670.61,2169.16,3112.14,76,other,-0.19392432599161813,0.3453420436386906,0.006378428859004376
p07,carrier,1,faluguato,hit,u,43.79,40,m,110.9,689.58,2155.62,3125.34,77.47,other,-0.11851084354326896,0.31643281671547946,0.3167836658360285
p07,carrier,1,faluguato,hit,u,43.79,50,m,111.26,704.18,2146.54,3140,78.77,other,-0.06046989237058108,0.29704612687332616,0.5912916985367977
p07,carrier,1,faluguato,hit,u,43.79,60,m,111.86,712.93,2147.3,3166.29,79.95,other,-0.025685075743113798,0.2986688013535069,0.8404605282190365
p07,carrier,1,faluguato,hit,u,43.79,70,m,112.46,714.8,2159.64,3206.28,80.94,other,-0.018251063503872202,0.3250159106764328,1.0495089531219295
p07,carrier,1,faluguato,hit,u,43.79,80,m,113.06,716.07,2099.04,3163.17,81.72,other,-0.013202295833370858,0.19562897186206085,1.2142137727423916
p07,carrier,1,faluguato,hit,u,43.79,90,m,113.63,714.51,1696.57,2730.61,82.13,other,-0.019403931712096686,-0.6636839202933907,1.3007893830557105
p07,carrier,1,faluguato,hit,u,43.79,100,m,113.88,712.95,1294.11,2298.06,82.2,other,-0.025605567590822064,-1.52297546146884,1.315570584816523
p07,carrier,1,flauro,hit,u,85.65,0,m,117.08,1035.22,2373.46,3339.95,72.73,other,1.255549044355907,0.7815425650871437,-0.6841148533960082
p07,carrier,1,flauro,hit,u,85.65,10,m,118.06,1073.13,2401.78,3328.91,71.51,other,1.4062567470241683,0.8420085404538605,-0.9417300840844228
p07,carrier,1,flauro,hit,u,85.65,20,m,123.34,1036.13,2457.63,3257.83,71.01,other,1.2591666652851639,0.9612537637671059,-1.047310096661642
p07,carrier,1,flauro,hit,u,85.65,30,m,125.33,964.94,2487.01,3222.87,71.02,other,0.9761573972040899,1.023982943014074,-1.0451984964100995
p07,carrier,1,flauro,hit,u,85.65,40,m,126.87,906.22,2318.64,3283.62,71.37,other,0.7427214620766751,0.6644964927141419,-0.9712924876060443
p07,carrier,1,flauro,hit,u,85.65,50,m,129.47,842.92,2463.49,3391.4,71.36,other,0.4910781600745401,0.973765438048495,-0.9734040878575897
p07,carrier,1,flauro,hit,u,85.65,60,m,132.65,857.95,2469.89,3330.82,71.21,other,0.5508285365214928,0.9874300652500131,-1.0050780916307567
p07,carrier,1,flauro,hit,u,85.65,70,m,134.92,972.86,2663.53,3162.1,71.45,other,1.0076426255114659,1.4008704420159384,-0.9543996855936896
p07,carrier,1,flauro,hit,u,85.65,80,m,135.53,782.54,2497.29,3062.04,72.27,other,0.2510430483069431,1.0459317504565115,-0.7812484649670516
p07,carrier,1,flauro,hit,u,85.65,90,m,135.86,557.87,2048.87,3000.81,72.79,other,-0.6421117804579793,0.08851110519016216,-0.6714452518867414
p07,carrier,1,flauro,hit,u,85.65,100,m,136.45,518.69,1557.85,2968.67,71.58,other,-0.7978682507967413,-0.9598647148862902,-0.9269488823236135
p07,carrier,1,lakabuaisto,hit,u,56.68,0,m,104.76,439.6,2426.06,2870.76,65.96,other,-1.1122832390328998,0.8938487198996183,-2.1136682236915583
p07,carrier,1,lakabuaisto,hit,u,56.68,10,m,105.21,455.81,2520.12,2874.54,66.98,other,-1.0478418816007578,1.0946760378019258,-1.8982849980340288
p07,carrier,1,lakabuaisto,hit,u,56.68,20,m,106.12,474.83,2553.56,2875.77,68.24,other,-0.9722296287716803,1.1660737149298568,-1.6322233663394383
p07,carrier,1,lakabuaisto,hit,u,56.68,30,m,107.21,484.59,2490.64,2897,69.72,other,-0.9334296504534997,1.0317333487549343,-1.3197065291108687
p07,carrier,1,lakabuaisto,hit,u,56.68,40,m,108.4,492.16,2408.64,2920.48,71.42,other,-0.9033358148112222,0.8566553127354868,-0.9607344863483229
p07,carrier,1,lakabuaisto,hit,u,56.68,50,m,109.57,496.94,2358.54,2908.61,73.12,other,-0.8843333664135887,0.749686902923605,-0.6017624435857771
p07,carrier,1,lakabuaisto,hit,u,56.68,60,m,110.6,504.72,2320.68,2904.33,74.6,other,-0.8534046951722519,0.66885209263462575,-0.2892456063572105
p07,carrier,1,lakabuaisto,hit,u,56.68,70,m,111.58,519.8,2312.49,2918.39,75.4,other,-0.7934555483445715,0.6513656400126832,-0.12031758623365744
p07,carrier,1,lakabuaisto,hit,u,56.68,80,m,112.49,558.39,2305.01,2949.02,75.59,other,-0.6400445684984043,0.6353951069709102,-0.08019718145431463
p07,carrier,1,lakabuaisto,hit,u,56.68,90,m,113.39,617.99,2298.19,2994.46,75.38,other,-0.4031102746701699,0.6208337386092924,-0.12454078673674837
p07,carrier,1,lakabuaisto,hit,u,56.68,100,m,114.3,642.09,2270.39,3032.32,75.32,other,-0.30730295115908857,0.5614780142026988,-0.13721038824601514
p07,carrier,1,lakaduaisto,hit,u,69.54,0,m,193.58,402,2297.49,3279.87,70.64,other,-1.2617585653406451,0.6193391700091258,-1.125439305968785
p07,carrier,1,lakaduaisto,hit,u,69.54,10,m,182.57,432,2338.64,3337.65,72.77,other,-1.1424963369036143,0.7071984527188853,-0.6756684523898323
p07,carrier,1,lakaduaisto,hit,u,69.54,20,m,115.03,479.87,2365.69,3328.34,73.14,other,-0.9521935743942591,0.764952853625301,-0.5975392430826892
p07,carrier,1,lakaduaisto,hit,u,69.54,30,m,98.88,549.56,2363.85,3227.33,72.46,other,-0.6751474177350372,0.7610242733048642,-0.7411280601877087
p07,carrier,1,lakaduaisto,hit,u,69.54,40,m,99.15,631.27,2328.16,3167.52,71.79,other,-0.3503168615487111,0.6848226256763997,-0.8826052770411797
p07,carrier,1,lakaduaisto,hit,u,69.54,50,m,99.54,699.82,2314.3,3135.7,71.87,other,-0.0778026695700958,0.6552301673931133,-0.8657124750288251
p07,carrier,1,lakaduaisto,hit,u,69.54,60,m,100.5,755.39,2317.64,3122.17,71.99,other,0.14311073157143042,0.6623613947139048,-0.8403732720102945
p07,carrier,1,lakaduaisto,hit,u,69.54,70,m,101.7,789.02,2335.02,3107.42,71.9,other,0.27680368964934177,0.699469397958027,-0.8593776742741916
p07,carrier,1,lakaduaisto,hit,u,69.54,80,m,103.11,765.64,2321.21,3127.71,71.62,other,0.1838586596207492,0.6699836945747518,-0.9185024813174347
p07,carrier,1,lakaduaisto,hit,u,69.54,90,m,105.22,741.38,2303.84,3153.51,71.56,other,0.08741527089133713,0.6328970423106325,-0.9311720828267015
p07,carrier,1,lakaduaisto,hit,u,69.54,100,m,106.66,768.2,2306.79,3160.17,72.26,other,0.19403570311404272,0.6391955814113317,-0.783360065218594
p07,carrier,1,lakafuaisto,hit,u,47.05,0,m,106.08,642.76,2106.5,2996.53,75.2,other,-0.30463942805732835,0.21155680294383017,-0.1625495912645457
p07,carrier,1,lakafuaisto,hit,u,47.05,10,m,106.59,678.12,2090.98,3039.39,75.79,other,-0.16406901480621483,0.17842008198014941,-0.03796517642342636
p07,carrier,1,lakafuaisto,hit,u,47.05,20,m,106.87,700.41,2060.21,3039.91,76.5,other,-0.07545717907750119,0.11272311651285191,0.11195844143622355
p07,carrier,1,lakafuaisto,hit,u,47.05,30,m,107.03,741.86,2026.92,3031.65,77.23,other,0.0893234665463297,0.04164570408495679,0.2661052597989644
p07,carrier,1,lakafuaisto,hit,u,47.05,40,m,107.21,797.02,1991.83,3017.11,77.62,other,0.3086069505658833,-0.03327488474336562,0.3484576696091955
p07,carrier,1,lakafuaisto,hit,u,47.05,50,m,107.4,851.44,1934.6,3014.41,77.93,other,0.5249486329506572,-0.15546654329693857,0.41391727740707185
p07,carrier,1,lakafuaisto,hit,u,47.05,60,m,107.56,904.98,1851.15,3025.75,78.28,other,0.7377919566346111,-0.33364047141672953,0.4878232862111241
p07,carrier,1,lakafuaisto,hit,u,47.05,70,m,107.67,940.47,1794.9,3038.38,78.63,other,0.8788791728756183,-0.45373973393007005,0.5617292950151763
p07,carrier,1,lakafuaisto,hit,u,47.05,80,m,107.77,939.68,1793.3,3053.62,78.94,other,0.8757386008601096,-0.4571558907304498,0.6271889028130526
p07,carrier,1,lakafuaisto,hit,u,47.05,90,m,107.83,939.08,1800.67,3066,79.03,other,0.8733533562913693,-0.44142021846870166,0.6461933050769528
p07,carrier,1,lakafuaisto,hit,u,47.05,100,m,107.92,939.16,1842.42,3067.47,78.98,other,0.8736713889005345,-0.35227987695880003,0.6356353038192315
p07,carrier,1,lakakuaisto,hit,u,39.5,0,m,NA,529.32,2109.93,3639.63,71.59,other,-0.7556096678538867,0.2188801890846433,-0.9248372820720681
p07,carrier,1,lakakuaisto,hit,u,39.5,10,m,NA,561.38,1956.85,3412.1,74.28,other,-0.6281580997308468,-0.10796061279166166,-0.3568168144066294
p07,carrier,1,lakakuaisto,hit,u,39.5,20,m,NA,593.44,1803.76,3184.57,76.48,other,-0.5007065316078065,-0.434822765647969,0.10773524093313563
p07,carrier,1,lakakuaisto,hit,u,39.5,30,m,111.46,596.79,1804.38,3143.52,78.18,other,-0.4873889160990051,-0.43349900488782167,0.46670728369568143
p07,carrier,1,lakakuaisto,hit,u,39.5,40,m,111.35,597.59,1818.65,3119.02,79.47,other,-0.48420859000735067,-0.4030311564244374,0.7391037161449052
p07,carrier,1,lakakuaisto,hit,u,39.5,50,m,111.17,598.8,1828.94,3100.58,80.32,other,-0.4793983467937241,-0.38106099800199705,0.9185897375261767
p07,carrier,1,lakakuaisto,hit,u,39.5,60,m,111.04,600.67,1832.92,3091.73,81.07,other,-0.4719643345544825,-0.3725633079610531,1.0769597563920055
p07,carrier,1,lakakuaisto,hit,u,39.5,70,m,111.25,602.53,1836.89,3082.88,81.75,other,-0.46457007639138653,-0.3640869689001115,1.220548573497025
p07,carrier,1,lakakuaisto,hit,u,39.5,80,m,111.45,613.36,1853.85,3091.58,82.48,other,-0.4215164119256183,-0.3278757068160896,1.3746953918597657
p07,carrier,1,lakakuaisto,hit,u,39.5,90,m,111.86,625.71,1873.01,3103.26,83.29,other,-0.3724201278857073,-0.2869672291315454,1.5457350122348614
p07,carrier,1,lakakuaisto,hit,u,39.5,100,m,112.42,637.75,1879.8,3114.36,84.01,other,-0.3245562202063124,-0.27246991370993506,1.6977702303460567
p07,carrier,1,lakapuaisto,hit,u,75.45,0,m,NA,427.92,726.4,2943.9,62.32,other,-1.1587159999710506,-2.7350919471834803,-2.8822907152537125
p07,carrier,1,lakapuaisto,hit,u,75.45,10,m,NA,416.9,574.04,2988.91,66.68,other,-1.2025249918835865,-3.060395478499615,-1.9616330055803597
p07,carrier,1,lakapuaisto,hit,u,75.45,20,m,103.15,413.64,605.23,2988.59,68.76,other,-1.2154848207070772,-2.9938017718722176,-1.5224201532591282
p07,carrier,1,lakapuaisto,hit,u,75.45,30,m,103.6,437.8,555.19,2948.1,69.68,other,-1.1194389727391219,-3.1006420758040854,-1.3281529301170447
p07,carrier,1,lakapuaisto,hit,u,75.45,40,m,104.16,468.46,2047.25,3074.1,70.28,other,-0.9975529752764766,0.08505224642977818,-1.2014569150243828
p07,carrier,1,lakapuaisto,hit,u,75.45,50,m,104.66,484.94,2341.31,3082.64,71.24,other,-0.932038257788401,0.7128991643795186,-0.9987432908761232
p07,carrier,1,lakapuaisto,hit,u,75.45,60,m,105.08,486.45,2288.5,3068.33,72.8,other,-0.9260353922904038,0.6001446389869941,-0.669333651635199
p07,carrier,1,lakapuaisto,hit,u,75.45,70,m,105.36,476.45,2312.81,3080.42,74.15,other,-0.9657894684360807,0.6520488713727595,-0.38426761767670536
p07,carrier,1,lakapuaisto,hit,u,75.45,80,m,105.37,489.12,2316.09,3123.68,74.27,other,-0.915421053959508,0.6590519928135378,-0.3589284146581748
p07,carrier,1,lakapuaisto,hit,u,75.45,90,m,105.07,559.07,2329.81,3140.65,72.69,other,-0.637341291320498,0.6883455373767913,-0.6925612544021871
p07,carrier,1,lakapuaisto,hit,u,75.45,100,m,104.5,622.11,2337.96,3188.78,70.64,other,-0.38673159529815104,0.7057465860787243,-1.125439305968785
p07,carrier,1,lakatuaisto,hit,u,64.66,0,m,NA,455.42,2376.92,3109.79,72.37,other,-1.0493922905704391,0.7889300041679643,-0.7601324624516059
p07,carrier,1,lakatuaisto,hit,u,64.66,10,m,105.96,498.82,2286.77,3086.01,74.27,other,-0.8768596000982014,0.5964509194465838,-0.3589284146581748
p07,carrier,1,lakatuaisto,hit,u,64.66,20,m,106.07,518.62,2338.52,3001.01,75.64,other,-0.7981465293297612,0.706942240958857,-0.06963918019659332
p07,carrier,1,lakatuaisto,hit,u,64.66,30,m,106.34,524.67,2353.14,2958.21,76.74,other,-0.7740953132616268,0.7381573737223242,0.1626368474732877
p07,carrier,1,lakatuaisto,hit,u,64.66,40,m,106.7,522.9,2343.98,2942.4,77.67,other,-0.7811317847394116,0.718599876040152,0.35901567086691677
p07,carrier,1,lakatuaisto,hit,u,64.66,50,m,107.08,528.7,2321.41,2941.29,78.42,other,-0.7580744205749187,0.6704107141747989,0.5173856897327456
p07,carrier,1,lakatuaisto,hit,u,64.66,60,m,107.5,549.2,2302.66,2943.39,78.91,other,-0.6765785644762811,0.630377626670352,0.6208541020584193
p07,carrier,1,lakatuaisto,hit,u,64.66,70,m,108.04,582.88,2287.31,2948.36,79.08,other,-0.5426868360176416,0.5976038723667118,0.6567513063346742
p07,carrier,1,lakatuaisto,hit,u,64.66,80,m,108.68,620.98,2253.56,2990.26,79.32,other,-0.3912238059026125,0.5255443148587075,0.7074297123717382
p07,carrier,1,lakatuaisto,hit,u,64.66,90,m,109.61,642.67,2235.21,3021.54,79.99,other,-0.3049972147426396,0.4863652665543557,0.8489069292252124
p07,carrier,1,lakatuaisto,hit,u,64.66,100,m,110.43,642.87,2237.37,3038.05,81.2,other,-0.30420213321972583,0.49097707823486764,1.1044105596620843
p07,carrier,1,palutrauco,hit,u,72.74,0,m,109.65,988.3,2039.67,3049.04,82.35,other,1.0690229190803906,0.06886820358798064,1.3472445885896867
p07,carrier,1,palutrauco,hit,u,72.74,10,m,110.42,996.43,2100.96,3036.05,82.58,other,1.101342982986826,0.19972836002251637,1.3958113943752084
p07,carrier,1,palutrauco,hit,u,72.74,20,m,111.36,850.26,2044.59,2978.51,82.5,other,0.520257651965467,0.07937288574914715,1.3789185923628537
p07,carrier,1,palutrauco,hit,u,72.74,30,m,111.39,702.5,1990.18,2942.04,82.21,other,-0.0671485771630546,-0.03679779644375664,1.3176821850680653
p07,carrier,1,palutrauco,hit,u,72.74,40,m,111.46,691.96,2047.04,2990.36,81.38,other,-0.10904937342059788,0.08460387584972831,1.1424193641898819
p07,carrier,1,palutrauco,hit,u,72.74,50,m,107.35,777.58,2079.59,3050.59,79.77,other,0.23132502653868764,0.1541013157574484,0.8024517236912362
p07,carrier,1,palutrauco,hit,u,72.74,60,m,91.32,851.94,2066.73,3070.76,77.96,other,0.526936336757941,0.1266439554743982,0.42025207816170224
p07,carrier,1,palutrauco,hit,u,72.74,70,m,90.02,910.83,2047.91,3062.02,77.06,other,0.7610480911798322,0.0864614111099349,0.2302080555227095
p07,carrier,1,palutrauco,hit,u,72.74,80,m,90.26,957.07,2137.86,3059.02,77.35,other,0.9448709392774421,0.27851347623126793,0.291444462817495
p07,carrier,1,palutrauco,hit,u,72.74,90,m,90.15,926.17,2117.45,2996.72,77.7,other,0.8220308439873002,0.23493612604642675,0.3653504716215502
p07,carrier,1,palutrauco,hit,u,72.74,100,m,90.05,891.04,2051,2965.75,77.39,other,0.68237477448753725,0.09305886393066756,0.2998908638236738
p07,carrier,1,rausto,hit,u,81.87,0,m,114.32,867.53,2316.04,3019.37,81.2,other,0.5889129414690509,0.65894523791352555,1.1044105596620843
p07,carrier,1,rausto,hit,u,81.87,10,m,NA,1123.74,2438.21,3419.06,79.77,other,1.6074521263974386,0.9197901606025001,0.8024517236912362
p07,carrier,1,rausto,hit,u,81.87,20,m,61.2,1158.4,2367.39,3260.2,79.1,other,1.745239754318355,0.7685825202257037,0.660974506837762
p07,carrier,1,rausto,hit,u,81.87,30,m,61.21,1102.17,2202.12,3213.46,78.88,other,1.5217025841512137,0.4157148737265076,0.6145193013037858
p07,carrier,1,rausto,hit,u,81.87,40,m,61.85,1126.84,2336.8,3273.2,78.09,other,1.619775890002598,0.7032698723984495,0.4477028814317813
p07,carrier,1,rausto,hit,u,81.87,50,m,63.79,1080.36,2295.79,3249.65,76.32,other,1.434998944077492,0.615709503408723,0.07394963690842321
p07,carrier,1,rausto,hit,u,81.87,60,m,63.87,1083.24,2212.82,3215.43,74.33,other,1.4464481180074473,0.43856042232904585,-0.34625881314890805
p07,carrier,1,rausto,hit,u,81.87,70,m,63.93,1153.75,2191.6,3206.34,72.69,other,1.7267541089106149,0.39325364276401265,-0.6925612544021871
p07,carrier,1,rausto,hit,u,81.87,80,m,NA,1131.13,2180.53,3161.24,71.43,other,1.6368303886690942,0.3696181079013879,-0.9586228860967775
p07,carrier,1,rausto,hit,u,81.87,90,m,NA,1095,2229.79,3094.94,69.65,other,1.4931989115547633,0.4747930353930701,-1.334487730871678
p07,carrier,1,rausto,hit,u,81.87,100,m,NA,1065.25,2221.41,3174.9,67.67,other,1.3749305350213745,0.4569009141510824,-1.7525845806774667
p07,carrier,2,ayuda,hit,u,85.28,0,m,104.56,1384.46,2195.77,3197.21,73.76,palatal,2.6439203996675267,0.4021570014250018,-0.4666200274869365
p07,carrier,2,ayuda,hit,u,85.28,10,m,107.24,1299.51,2259.08,3295.23,74.31,palatal,2.306209522810001,0.5373300558200166,-0.350482013651996
p07,carrier,2,ayuda,hit,u,85.28,20,m,107.64,1229.13,2297.68,3338.39,76.21,palatal,2.0264203348967276,0.619744838629171,0.05072203414143511
p07,carrier,2,ayuda,hit,u,85.28,30,m,108.16,1017.67,2243.45,3291.14,78.45,palatal,1.1857806407202436,0.5039584740763094,0.5237204904873789
p07,carrier,2,ayuda,hit,u,85.28,40,m,108.77,606.74,2206.3,3396.91,80.11,palatal,-0.44783361033405644,0.4246395833674996,0.8742461322437459
p07,carrier,2,ayuda,hit,u,85.28,50,m,109.33,359.52,1965.28,2562.87,80.91,palatal,-1.4306338808074806,-0.08996173664966223,1.043174152367296
p07,carrier,2,ayuda,hit,u,85.28,60,m,109.74,327.85,1641.95,2486.28,80.96,palatal,-1.556535039960839,-0.7803029730663444,1.0537321536250173
p07,carrier,2,ayuda,hit,u,85.28,70,m,109.93,744.86,2089.96,3161.14,80.84,palatal,0.10124968939003276,0.17624228201990755,1.0283929506064868
p07,carrier,2,ayuda,hit,u,85.28,80,m,109.77,1052.48,2505.72,3625.62,80.41,palatal,1.3241645797833452,1.0639306265985105,0.9375941397900768
p07,carrier,2,ayuda,hit,u,85.28,90,m,109.23,1082.55,2571.2,3668.87,78.78,palatal,1.4437050867533954,1.20373684365404,0.5934032987883433
p07,carrier,2,ayuda,hit,u,85.28,100,m,108.61,1104.35,2599.9,3710.55,75.65,palatal,1.5303689727509708,1.2650141562608472,-0.06752757994504785
