participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm
p03,carrier,1,chiaba,hit,a,183.81,0,m,117.51,472.1,2192.5,2804.07,80.46,palatal,-1.8345502690554292,2.4311561840707436
p03,carrier,1,chiaba,hit,a,183.81,10,m,116.91,545.1,1896.37,2823.23,81.81,palatal,-1.1167190889802279,1.2283531992393897
p03,carrier,1,chiaba,hit,a,183.81,20,m,116.21,586.9,1740.53,2784.17,82.42,palatal,-0.7056869886084007,0.5953716804600764
p03,carrier,1,chiaba,hit,a,183.81,30,m,116.01,631.48,1663.15,2763.05,82.46,palatal,-0.2673183035706953,0.2810742605220425
p03,carrier,1,chiaba,hit,a,183.81,40,m,116.01,666.34,1600.77,2701.69,82.08,palatal,0.07547066817480502,0.027702936462406645
p03,carrier,1,chiaba,hit,a,183.81,50,m,115.74,694.49,1584.71,2669.09,81.78,palatal,0.35227817117640636,-0.03752860352473235
p03,carrier,1,chiaba,hit,a,183.81,60,m,115.47,707.13,1512.06,2630.39,81.41,palatal,0.4765711316716192,-0.3326139945624453
p03,carrier,1,chiaba,hit,a,183.81,70,m,115.98,690.89,1445.98,2586.49,81.41,palatal,0.31687827736447843,-0.6010137556054188
p03,carrier,1,chiaba,hit,a,183.81,80,m,116.6,669.7,1434.17,2633.33,82.4,palatal,0.10851056906593771,-0.6489829017603448
p03,carrier,1,chiaba,hit,a,183.81,90,m,116.38,617.6,1351.8,2592.31,82.72,palatal,-0.40380456082335,-0.9835484029272603
p03,carrier,1,chiaba,hit,a,183.81,100,m,115.71,575.2,1344.24,2455.59,77.76,palatal,-0.8207366434971652,-1.0142551552499732
p03,carrier,1,chiaba,hit,i,60.13,0,m,121.75,971.03,2688.34,3376.04,73.17,palatal,2.960310437481429,1.3097125597840078
p03,carrier,1,chiaba,hit,i,60.13,10,m,120.44,322.31,2437.95,3198.92,75.83,palatal,-0.5229380358046871,0.5932137922013934
p03,carrier,1,chiaba,hit,i,60.13,20,m,119.58,325.7,2372.5,3233.61,77.38,palatal,-0.5047357107269341,0.40592658289478395
p03,carrier,1,chiaba,hit,i,60.13,30,m,118.92,330.6,2325.86,3229.52,78.29,palatal,-0.47842556533431163,0.27246477323763707
p03,carrier,1,chiaba,hit,i,60.13,40,m,118.65,336.53,2283.64,3184.53,78.88,palatal,-0.44658491999181177,0.15165093096223423
p03,carrier,1,chiaba,hit,i,60.13,50,m,118.4,345.15,2249.25,3026.82,79.2,palatal,-0.40030054177050467,0.0532428770576614
p03,carrier,1,chiaba,hit,i,60.13,60,m,118.17,359.69,2246.31,2967.84,79.31,palatal,-0.322229212380968,0.04482997567704347
p03,carrier,1,chiaba,hit,i,60.13,70,m,117.84,378.44,2265.71,2979.02,79.28,palatal,-0.22155263562348457,0.10034367866479366
p03,carrier,1,chiaba,hit,i,60.13,80,m,117.51,409.92,2237.81,2938.15,79.39,palatal,-0.052523375019453554,0.02050696148137985
p03,carrier,1,chiaba,hit,i,60.13,90,m,117.53,441.87,2209.69,2883.92,79.79,palatal,0.11902951177529823,-0.059959292540038796
p03,carrier,1,chiaba,hit,i,60.13,100,m,117.51,472.1,2192.5,2804.07,80.46,palatal,0.281347000595497,-0.10914901183691633
p03,carrier,1,costonhialo,hit,a,133.11,0,m,108.14,491.3,2173.63,2915.99,77.61,palatal,-1.6457508353918147,2.354511155455718
p03,carrier,1,costonhialo,hit,a,133.11,10,m,108.15,506.48,1976.45,2810.25,77.43,palatal,-1.4964812831515193,1.5536173164355365
p03,carrier,1,costonhialo,hit,a,133.11,20,m,108.49,538.14,1889.48,2902.43,77.38,palatal,-1.1851588836832885,1.2003678125325787
p03,carrier,1,costonhialo,hit,a,133.11,30,m,109.06,585.01,1812.61,2928.28,77.62,palatal,-0.7242719328596627,0.8881418798544095
p03,carrier,1,costonhialo,hit,a,133.11,40,m,109.69,632.96,1767.09,2852.52,78.45,palatal,-0.25276501389245815,0.7032514875620947
p03,carrier,1,costonhialo,hit,a,133.11,50,m,110.37,643.88,1736.51,2913.92,78.9,palatal,-0.1453853359962778,0.5790434867646655
p03,carrier,1,costonhialo,hit,a,133.11,60,m,111.55,657.11,1714.63,2847,79.26,palatal,-0.015290726237443196,0.490172621576708
p03,carrier,1,costonhialo,hit,a,133.11,70,m,112.7,645.64,1678.44,2790.47,80.01,palatal,-0.12807872124377986,0.34317826092075704
p03,carrier,1,costonhialo,hit,a,133.11,80,m,113.21,633.95,1640.46,2733.96,80.62,palatal,-0.24303004309417794,0.18891338615665065
p03,carrier,1,costonhialo,hit,a,133.11,90,m,113.64,616.05,1627.61,2845.71,80.93,palatal,-0.41904618177015285,0.13672003068748828
p03,carrier,1,costonhialo,hit,a,133.11,100,m,114.09,562.61,1572.01,2614.13,78.21,palatal,-0.9445379388005462,-0.08911269803511036
p03,carrier,1,costonhialo,hit,i,61.53,0,m,108.28,377.11,3171.34,3313.12,77.4,palatal,-0.228693960801482,2.69183207231407
p03,carrier,1,costonhialo,hit,i,61.53,10,m,108.13,477.14,3022.05,3412.93,77.23,palatal,0.3084088644279084,2.2646340971057617
p03,carrier,1,costonhialo,hit,i,61.53,20,m,107.95,427.57,2827.92,3441.55,77.17,palatal,0.04224684256825744,1.7091250681876227
p03,carrier,1,costonhialo,hit,i,61.53,30,m,107.94,378.18,2369.35,3376.63,77.2,palatal,-0.22294868415452163,0.39691275998697895
p03,carrier,1,costonhialo,hit,i,61.53,40,m,107.91,387.09,1163.39,3068.69,77.27,palatal,-0.17510717487936564,-3.0539792634721388
p03,carrier,1,costonhialo,hit,i,61.53,50,m,107.89,405.69,1444.91,3120.83,77.36,palatal,-0.07523601073594192,-2.2484010333117594
p03,carrier,1,costonhialo,hit,i,61.53,60,m,107.91,430.04,2586.94,3381.38,77.44,palatal,0.05550930361311007,1.0195533080851498
p03,carrier,1,costonhialo,hit,i,61.53,70,m,107.96,469.78,2668.4,3401.95,77.54,palatal,0.2688899521647041,1.2526536300120625
p03,carrier,1,costonhialo,hit,i,61.53,80,m,108.1,492.36,2608.99,3327.93,77.63,palatal,0.39013139766784977,1.0826500684397822
p03,carrier,1,costonhialo,hit,i,61.53,90,m,108.16,487.1,2320.84,3100.33,77.68,palatal,0.3618882620014838,0.2580998872067864
p03,carrier,1,costonhialo,hit,i,61.53,100,m,108.14,491.3,2173.63,2915.99,77.61,palatal,0.38443981519516,-0.16314610335128926
p03,carrier,1,crobo,hit,o,146.21,0,m,120.4,513.17,1391.56,2396.75,82.56,other,0.10500840518323556,0.4545010142043237
p03,carrier,1,crobo,hit,o,146.21,10,m,119.47,513.13,1160.02,2397.66,85.26,other,0.10449495891767754,-0.21071816025517925
p03,carrier,1,crobo,hit,o,146.21,20,m,119.15,535.12,1131.79,2462.23,85.51,other,0.38676204340845854,-0.29182352993208943
p03,carrier,1,crobo,hit,o,146.21,30,m,119.62,528.91,1095.41,2450.55,85.48,other,0.30704951068050224,-0.39634401696170263
p03,carrier,1,crobo,hit,o,146.21,40,m,120.19,531.9,1041.42,2608.39,85.79,other,0.3454296190309996,-0.5514583955963601
p03,carrier,1,crobo,hit,o,146.21,50,m,120.76,532.49,879.82,2519.67,85.67,other,0.35300295144798777,-1.0157385139027248
p03,carrier,1,crobo,hit,o,146.21,60,m,121.21,522.5,741.11,2410.41,85.5,other,0.22476974662475432,-1.4142551921841349
p03,carrier,1,crobo,hit,o,146.21,70,m,121.25,489.72,789.13,2436.11,85.4,other,-0.19599946800042942,-1.2762927461378997
p03,carrier,1,crobo,hit,o,146.21,80,m,121.06,470.06,781.73,2519.41,84.87,other,-0.44835830752242845,-1.2975530980900476
p03,carrier,1,crobo,hit,o,146.21,90,m,120.27,432.91,750.72,2438.65,82.92,other,-0.9252215266598774,-1.3866454648516835
p03,carrier,1,crobo,hit,o,146.21,100,m,118.47,407.57,710.57,2742.95,79.35,other,-1.2504897358911824,-1.501997239294756
p03,carrier,1,falubiko,hit,i,145.45,0,m,106.6,299.91,2403.73,3335.55,68.49,other,-0.6432129861709606,0.49529219858073403
p03,carrier,1,falubiko,hit,i,145.45,10,m,107.23,295.1,2345.84,2694.9,72.9,other,-0.669039883995147,0.32963816425285586
p03,carrier,1,falubiko,hit,i,145.45,20,m,108.11,291.61,2389.11,2897.15,74.57,other,-0.6877791508156066,0.45345661416419286
p03,carrier,1,falubiko,hit,i,145.45,30,m,108.55,289.58,2462.59,3070.17,74.77,other,-0.6986790681925503,0.6637219180580004
p03,carrier,1,falubiko,hit,i,145.45,40,m,109.05,295.21,2359.16,3053.45,74.9,other,-0.66844924807817,0.3677537582630009
p03,carrier,1,falubiko,hit,i,145.45,50,m,110.13,301.49,2441.72,3082.09,75.46,other,-0.6347293066361966,0.6040017643799406
p03,carrier,1,falubiko,hit,i,145.45,60,m,111.16,308.62,2340.91,3036.76,75.73,other,-0.5964453603812176,0.31553081601937016
p03,carrier,1,falubiko,hit,i,145.45,70,m,111.77,312.22,2436.86,3019.58,75.46,other,-0.5771154576437807,0.5900947233221856
p03,carrier,1,falubiko,hit,i,145.45,80,m,111.25,311.36,2486.89,3280.54,73.17,other,-0.5817331566310574,0.7332571233467792
p03,carrier,1,falubiko,hit,i,145.45,90,m,110.21,293.91,2508.38,3338.51,68.43,other,-0.6754294907333552,0.7947514262955812
p03,carrier,1,falubiko,hit,i,145.45,100,m,111.84,302.27,2409.68,3308.06,62.11,other,-0.6305411610430856,0.512318308517698
p03,carrier,1,faluduako,hit,a,159.65,0,m,109.31,520.71,985.99,2649.13,78.5,other,-1.3565533695560381,-2.469373411812403
p03,carrier,1,faluduako,hit,a,159.65,10,m,110.8,564.56,992.69,2621.98,80.07,other,-0.9253629963190859,-2.4421597556533845
p03,carrier,1,faluduako,hit,a,159.65,20,m,111.48,588.78,1096.17,2677.87,81.31,other,-0.6872003773955052,-2.021850928886936
p03,carrier,1,faluduako,hit,a,159.65,30,m,111.46,649.71,1140.71,2607.32,81.5,other,-0.08805717462862775,-1.8409410415253433
p03,carrier,1,faluduako,hit,a,159.65,40,m,111.31,741.89,1178.35,2564.89,81.22,other,0.8183767730334546,-1.6880571582678146
p03,carrier,1,faluduako,hit,a,159.65,50,m,111.53,784.06,1303.51,2527,81.3,other,1.233047195824841,-1.1796898142584529
p03,carrier,1,faluduako,hit,a,159.65,60,m,112.06,754.75,1358.03,2490.29,81.15,other,0.94483306037273,-0.9582437644390985
p03,carrier,1,faluduako,hit,a,159.65,70,m,112.79,724.87,1390.25,2544.59,80.28,other,0.6510139417337298,-0.8273745104922974
p03,carrier,1,faluduako,hit,a,159.65,80,m,114.15,663.58,1439.41,2758.08,79.8,other,0.048330749585660526,-0.6276993856001573
p03,carrier,1,faluduako,hit,a,159.65,90,m,115,604.26,1418.26,2875.43,79.29,other,-0.5349808340042158,-0.7136051807887003
p03,carrier,1,faluduako,hit,a,159.65,100,m,115.33,572.85,1389.04,2766.69,74.44,other,-0.843844907513285,-0.8322892155598217
p03,carrier,1,faluduako,hit,u,76.9,0,m,110.25,446.77,1125.41,3303.62,76.69,other,-0.38878422941719437,-0.1064084343016009
p03,carrier,1,faluduako,hit,u,76.9,10,m,109.69,468.8,1047.51,3300.25,77.95,other,-0.20570610683371657,-0.36465212709660966
p03,carrier,1,faluduako,hit,u,76.9,20,m,109.07,449.06,1102.39,3585.03,78.12,other,-0.3697534123170506,-0.1827212688091887
p03,carrier,1,faluduako,hit,u,76.9,30,m,108.39,447.47,1100.58,3633.22,77.96,other,-0.38296694908090556,-0.188721539463348
p03,carrier,1,faluduako,hit,u,76.9,40,m,107.89,451.38,1067.7,3472.25,77.79,other,-0.35047328320249466,-0.2977209312361317
p03,carrier,1,faluduako,hit,u,76.9,50,m,107.67,456.85,1028.1,3218.58,77.51,other,-0.3050153925746405,-0.42899757096247787
p03,carrier,1,faluduako,hit,u,76.9,60,m,107.66,464.23,1028.83,3187.22,77.38,other,-0.2436846370291996,-0.4265775723008558
p03,carrier,1,faluduako,hit,u,76.9,70,m,107.83,487.16,1017.23,3021.64,77.54,other,-0.05312715401335112,-0.4650323455540275
p03,carrier,1,faluduako,hit,u,76.9,80,m,108.17,501.81,1001.63,2824.6,77.76,other,0.06862021302468528,-0.5167473854462243
p03,carrier,1,faluduako,hit,u,76.9,90,m,108.67,510.51,988.7,2672.21,78.01,other,0.14092069720427006,-0.5596111973568719
p03,carrier,1,faluduako,hit,u,76.9,100,m,109.31,520.71,985.99,2649.13,78.5,other,0.2256867821044734,-0.5685950280048114
p03,carrier,1,falufialo,hit,a,107.23,0,m,106.26,580.38,1962.83,2845.8,76.34,other,-0.7698001296233363,1.4982964213779497
p03,carrier,1,falufialo,hit,a,107.23,10,m,106.35,625.96,1794.6,2768.71,76.8,other,-0.3215981407489843,0.8149899474030784
p03,carrier,1,falufialo,hit,a,107.23,20,m,106.74,653.17,1605.34,2731.97,77.69,other,-0.054033943353831305,0.046265087006691956
p03,carrier,1,falufialo,hit,a,107.23,30,m,107.18,687.36,1622.26,2733.31,78,other,0.2821667148211162,0.11498972315752634
p03,carrier,1,falufialo,hit,a,107.23,40,m,107.62,693.52,1574.7,2724.17,78.2,other,0.34273986645485893,-0.07818661817425059
p03,carrier,1,falufialo,hit,a,107.23,50,m,108.15,690.55,1562.81,2714.87,78.32,other,0.31353495406001824,-0.12648070350719529
p03,carrier,1,falufialo,hit,a,107.23,60,m,109.01,694.08,1585.57,2733.77,78.04,other,0.3482465166033816,-0.03403550736103788
p03,carrier,1,falufialo,hit,a,107.23,70,m,110.1,688.6,1608.67,2776.36,77.65,other,0.29436001157855807,0.059790680291697165
p03,carrier,1,falufialo,hit,a,107.23,80,m,111.02,658.96,1589.56,2787,77.18,other,0.002900885860353223,-0.017829165857383703
p03,carrier,1,falufialo,hit,a,107.23,90,m,112.06,598.1,1549.31,2781.67,76.73,other,-0.5955539856379585,-0.1813141897977544
p03,carrier,1,falufialo,hit,a,107.23,100,m,112.56,518.14,1607.14,2666.65,75.32,other,-1.3818249604162203,0.05357621851210057
p03,carrier,1,falufialo,hit,i,64.8,0,m,116.58,332.53,2719,2941.82,72.46,other,-0.4680625897000749,1.397447102753307
p03,carrier,1,falufialo,hit,i,64.8,10,m,115.01,345.42,2686.56,2922.83,75.07,other,-0.3988507990651967,1.304619034458327
p03,carrier,1,falufialo,hit,i,64.8,20,m,113.23,368.84,2466.9,2939.12,76.05,other,-0.2730990429233162,0.6760551170207426
p03,carrier,1,falufialo,hit,i,64.8,30,m,111.11,392.89,2361.12,2962.41,76.27,other,-0.14396455380238404,0.3733623591834128
p03,carrier,1,falufialo,hit,i,64.8,40,m,110.46,417.49,2342.61,2990.02,76.37,other,-0.011876885096565593,0.32039541885850364
p03,carrier,1,falufialo,hit,i,64.8,50,m,109.86,445.03,2223.94,2953.25,76.41,other,0.13599687084482595,-0.01918247462377919
p03,carrier,1,falufialo,hit,i,64.8,60,m,108.24,474.39,2137.07,2904.86,76.34,other,0.2936429665034775,-0.2677636797034611
p03,carrier,1,falufialo,hit,i,64.8,70,m,107.44,505.78,2085.4,2843.59,76.26,other,0.4621889795390724,-0.41561899070227776
p03,carrier,1,falufialo,hit,i,64.8,80,m,106.99,529.75,2037.19,2859.23,76.37,other,0.5908939152658395,-0.5535734041579182
p03,carrier,1,falufialo,hit,i,64.8,90,m,106.5,554.23,1995.26,2864.88,76.39,other,0.7223372538804099,-0.6735574024195862
p03,carrier,1,falufialo,hit,i,64.8,100,m,106.26,580.38,1962.83,2845.8,76.34,other,0.8627475195981801,-0.7663568554037476
p03,carrier,1,faluguato,hit,a,103.11,0,m,106.65,725.22,1058.8,2604,81.76,other,0.6544555980765563,-2.1736381424186546
p03,carrier,1,faluguato,hit,a,103.11,10,m,106.18,677.82,1179.22,2565.23,82.5,other,0.18835699621950808,-1.6845234447068669
p03,carrier,1,faluguato,hit,a,103.11,20,m,106.48,698.84,1204.95,2535.62,82.54,other,0.39505304286581927,-1.5800148815767863
p03,carrier,1,faluguato,hit,a,103.11,30,m,107,719.06,1253.72,2526.51,81.78,other,0.5938824464428125,-1.3819238351774852
p03,carrier,1,faluguato,hit,a,103.11,40,m,107.95,730.12,1301.49,2572.42,80.62,other,0.7026387868761244,-1.1878945285034104
p03,carrier,1,faluguato,hit,a,103.11,50,m,109.23,721.4,1348.79,2577.22,79.28,other,0.6168923774205658,-0.9957742395001924
p03,carrier,1,faluguato,hit,a,103.11,60,m,110.47,713.59,1393.53,2572.57,78.29,other,0.5400942744563565,-0.8140520041935542
p03,carrier,1,faluguato,hit,a,103.11,70,m,111.52,683.09,1439.47,2576.6,77.88,other,0.24017850743863545,-0.627455681216644
p03,carrier,1,faluguato,hit,a,103.11,80,m,112.12,597.95,1415.79,2802.87,77.56,other,-0.5970289812134553,-0.7236376779100101
p03,carrier,1,faluguato,hit,a,103.11,90,m,112.35,560.63,1386.86,2958.07,76.07,other,-0.9640078803971066,-0.8411438081608159
p03,carrier,1,faluguato,hit,a,103.11,100,m,112.53,551.28,1400.82,2973.48,72.17,other,-1.0559492712697525,-0.7844419215966525
p03,carrier,1,faluguato,hit,u,78.22,0,m,NA,375.33,1007.73,3277.05,78.02,other,-0.9824792397378316,-0.49652547882171144
p03,carrier,1,faluguato,hit,u,78.22,10,m,113.59,359.84,689.81,3060.89,79.69,other,-1.1112073431794143,-1.5504514712914048
p03,carrier,1,faluguato,hit,u,78.22,20,m,112.83,373.88,725.33,3010.16,79.95,other,-0.9945293204344289,-1.432700303536864
p03,carrier,1,faluguato,hit,u,78.22,30,m,112.4,399.24,771.34,2959.41,80.59,other,-0.7837775642511791,-1.280174086521481
p03,carrier,1,faluguato,hit,u,78.22,40,m,112.08,425.42,808.83,2940.74,81.69,other,-0.5662112796739914,-1.1558922374472207
p03,carrier,1,faluguato,hit,u,78.22,50,m,111.51,457.58,859.95,2793.9,82.43,other,-0.29894880022394005,-0.9864260298004836
p03,carrier,1,faluguato,hit,u,78.22,60,m,110.38,502.98,908.1,2722.49,82.6,other,0.07834338158676753,-0.8268055701332223
p03,carrier,1,faluguato,hit,u,78.22,70,m,108.86,549.71,956.55,2661.45,82.93,other,0.466688396036423,-0.6661905904680343
p03,carrier,1,faluguato,hit,u,78.22,80,m,108.07,612.24,980.82,2580.27,82.96,other,0.9863377380765885,-0.5857339226357509
p03,carrier,1,faluguato,hit,u,78.22,90,m,107.38,800.47,850.72,2559.45,82.14,other,2.5506044205045497,-1.0170240950700333
p03,carrier,1,faluguato,hit,u,78.22,100,m,106.65,725.22,1058.8,2604,81.76,other,1.9252467843535426,-0.3272250245079622
p03,carrier,1,falukiago,hit,a,148.02,0,m,110.95,573.64,1636.19,2421.08,81.56,other,-0.8360765974823345,0.17156975752993314
p03,carrier,1,falukiago,hit,a,148.02,10,m,109.32,629.67,1634.7,2601.89,80.01,other,-0.2851165835150262,0.16551776533934548
p03,carrier,1,falukiago,hit,a,148.02,20,m,108.45,707.47,1614.75,2682.06,79.72,other,0.4799144549760793,0.0844860578210746
p03,carrier,1,falukiago,hit,a,148.02,30,m,108.66,741.24,1596.63,2625,80.21,other,0.8119851255396345,0.010887333999969034
p03,carrier,1,falukiago,hit,a,148.02,40,m,109.43,758.61,1590.33,2495.23,80.82,other,0.9827896131821859,-0.014701626268959293
p03,carrier,1,falukiago,hit,a,148.02,50,m,110.49,768.55,1566.3,2545.58,81.01,other,1.0805326533184525,-0.1123052318661544
p03,carrier,1,falukiago,hit,a,148.02,60,m,111.94,731.15,1600.52,2397.89,81.25,other,0.7127670898278701,0.026687501531099996
p03,carrier,1,falukiago,hit,a,148.02,70,m,112.74,658.58,1484.07,2341.48,82.01,other,-8.357695975724373e-4,-0.4463020894715379
p03,carrier,1,falukiago,hit,a,148.02,80,m,113.29,593.19,1460.53,2354.36,82.04,other,-0.6438355074758929,-0.541915442603372
p03,carrier,1,falukiago,hit,a,148.02,90,m,113.03,570.53,1477.22,2417.05,80.89,other,-0.8666581724143055,-0.47412500658933976
p03,carrier,1,falukiago,hit,a,148.02,100,m,112.29,498.57,1416.38,2197.02,77.73,other,-1.574262716499394,-0.7212412514721258
p03,carrier,1,falukiago,hit,i,59.5,0,m,118.84,340.32,2488.06,3054.43,77.11,other,-0.4262348279432323,0.7366051147125354
p03,carrier,1,falukiago,hit,i,59.5,10,m,116.07,352.67,2515.19,3073.25,78.99,other,-0.35992252271896974,0.8142384529629303
p03,carrier,1,falukiago,hit,i,59.5,20,m,114.45,364.61,2635.8,3226.44,79.71,other,-0.2958116786398043,1.1593677167439882
p03,carrier,1,falukiago,hit,i,59.5,30,m,113.39,389.57,2573.29,3127.01,79.77,other,-0.1617910196602424,0.9804934088179955
p03,carrier,1,falukiago,hit,i,59.5,40,m,112.99,417.9,2441.3,2933.76,79.95,other,-0.009675423951468792,0.6027999213255677
p03,carrier,1,falukiago,hit,i,59.5,50,m,112.59,450.54,2126.71,2499.93,80.22,other,0.16558236086795866,-0.2974091417113527
p03,carrier,1,falukiago,hit,i,59.5,60,m,112.19,484.25,2043.47,2476.64,80.45,other,0.3465854223343462,-0.5356029889639456
p03,carrier,1,falukiago,hit,i,59.5,70,m,111.84,519.17,2218.74,2912.08,80.58,other,0.5340854788874831,-0.03406243624936242
p03,carrier,1,falukiago,hit,i,59.5,80,m,111.52,542.91,2025.32,2704.48,81.02,other,0.661555448606025,-0.5875397780993924
p03,carrier,1,falukiago,hit,i,59.5,90,m,111.29,562.63,1753.9,2374.35,81.44,other,0.7674403602677624,-1.364216544333159
p03,carrier,1,falukiago,hit,i,59.5,100,m,110.95,573.64,1636.19,2421.08,81.56,other,0.8265576461397567,-1.7010473679768727
p03,carrier,1,falumaisto,hit,a,82.22,0,m,104.85,712.07,1228.32,3027.97,76.11,other,0.5251476526246539,-1.485092024198241
p03,carrier,1,falumaisto,hit,a,82.22,10,m,105.18,740.09,1287.11,2981.57,76,other,0.8006768261274911,-1.2463023457521694
p03,carrier,1,falumaisto,hit,a,82.22,20,m,105.43,754.76,1354.44,2956.37,76.4,other,0.9449313934110963,-0.9728254100526618
p03,carrier,1,falumaisto,hit,a,82.22,30,m,105.68,759.83,1411.1,2849.04,76.39,other,0.994786243862895,-0.7426872372213231
p03,carrier,1,falumaisto,hit,a,82.22,40,m,106.25,763.31,1438.49,2666.59,76.27,other,1.0290061412144242,-0.6314361861473661
p03,carrier,1,falumaisto,hit,a,82.22,50,m,107.01,755.77,1447.63,2588.81,76.21,other,0.9548630302861093,-0.5943118850587945
p03,carrier,1,falumaisto,hit,a,82.22,60,m,107.89,754.07,1516.21,2544.11,76.08,other,0.9381464137638107,-0.3157577747027545
p03,carrier,1,falumaisto,hit,a,82.22,70,m,108.81,742.32,1564.18,2583.23,75.92,other,0.8226050936832132,-0.12091612008363437
p03,carrier,1,falumaisto,hit,a,82.22,80,m,109.61,716.93,1605.59,2694.48,75.76,other,0.5729375092707553,0.0472805219379986
p03,carrier,1,falumaisto,hit,a,82.22,90,m,110.7,676.76,1648.87,2822.7,75.68,other,0.1779336941526621,0.2230726172458058
p03,carrier,1,falumaisto,hit,a,82.22,100,m,111.56,627.39,1694.67,2902.65,75.84,other,-0.30753651626258016,0.40910029666118486
p03,carrier,1,falumaisto,hit,i,74.15,0,m,111.56,627.39,1694.67,2902.65,75.84,other,1.1151638328445426,-1.533705030310707
p03,carrier,1,falumaisto,hit,i,74.15,10,m,112.17,596.7,1723.63,2903.45,76.14,other,0.950376412007894,-1.45083509018054
p03,carrier,1,falumaisto,hit,i,74.15,20,m,112.63,568.47,1741.92,2904.41,76.48,other,0.7987977580418267,-1.3984976866936356
p03,carrier,1,falumaisto,hit,i,74.15,30,m,112.81,549.88,1781.79,2914.84,76.69,other,0.69898028807267365,-1.2844084424605644
p03,carrier,1,falumaisto,hit,i,74.15,40,m,113.05,542.19,1848.81,2931.52,76.72,other,0.6576894680585381,-1.0926286293554612
p03,carrier,1,falumaisto,hit,i,74.15,50,m,113.29,538.31,1913,2913.63,76.55,other,0.6368561284415223,-0.9089469492119732
p03,carrier,1,falumaisto,hit,i,74.15,60,m,113.46,506.5,1817.35,2922.51,76.07,other,0.4660549600865599,-1.1826523971902352
p03,carrier,1,falumaisto,hit,i,74.15,70,m,113.22,463.25,1738.25,2904.74,75.19,other,0.2338276563659647,-1.4089995057639988
p03,carrier,1,falumaisto,hit,i,74.15,80,m,112.55,415.61,1756.48,2845.71,73.98,other,-0.021971389859449245,-1.356833794142005
p03,carrier,1,falumaisto,hit,i,74.15,90,m,111.67,365.02,1879.82,2873.05,72.55,other,-0.2936102174947075,-1.0038925505075167
p03,carrier,1,falumaisto,hit,i,74.15,100,m,110.72,1262.59,2486.47,3836.86,70.89,other,4.525817782516729,0.732055280292405
p03,carrier,1,falupiro,hit,i,112.84,0,m,NA,290.86,2345.07,3083.26,75,other,-0.691806213885906,0.327434785319837
p03,carrier,1,falupiro,hit,i,112.84,10,m,110.2,302.08,2512.89,2872.46,77.84,other,-0.631561350354228,0.8076569314746914
p03,carrier,1,falupiro,hit,i,112.84,20,m,109.51,300.6,2370.9,2896.71,78.03,other,-0.6395080881462851,0.4013481331638358
p03,carrier,1,falupiro,hit,i,112.84,30,m,108.82,297.22,2388,3017.17,77.78,other,-0.6576567190497675,0.45028031466334706
p03,carrier,1,falupiro,hit,i,112.84,40,m,108.53,294.4,2419.11,3082.75,77.83,other,-0.6727984761940933,0.5393025466194763
p03,carrier,1,falupiro,hit,i,112.84,50,m,108.82,299.87,2476.42,3098.01,78.08,other,-0.6434277628680433,0.7032968929198858
p03,carrier,1,falupiro,hit,i,112.84,60,m,109.69,306.61,2481.59,3066.18,78.4,other,-0.6072378894096199,0.7180910086130132
p03,carrier,1,falupiro,hit,i,112.84,70,m,111.07,313.99,2407.42,2989.33,78.93,other,-0.5676115887978743,0.505851248272734
p03,carrier,1,falupiro,hit,i,112.84,80,m,112.05,327.05,2350.53,3025.34,79.18,other,-0.4974869972003952,0.34305874502669864
p03,carrier,1,falupiro,hit,i,112.84,90,m,111.96,329.44,2409.93,2917.12,78.27,other,-0.48465408954970807,0.5130336912881587
p03,carrier,1,falupiro,hit,i,112.84,100,m,110.65,314.7,2436.09,3038.93,75.35,other,-0.5637993024246578,0.5878913443891667
p03,carrier,1,falutarlo,hit,a,112.59,0,m,108.19,669.14,1619.47,2888.44,77.68,other,0.10300391891741503,0.10365746932414427
p03,carrier,1,falutarlo,hit,a,112.59,10,m,108.7,719.03,1586.44,2836.53,80.24,other,0.5935874473277134,-0.030501793800090254
p03,carrier,1,falutarlo,hit,a,112.59,20,m,108.91,736.49,1566.45,2837.44,80.64,other,0.7652769323155633,-0.11169597090737005
p03,carrier,1,falutarlo,hit,a,112.59,30,m,108.71,747.51,1535.93,2825.72,80.71,other,0.8736399405954085,-0.23566026732128584
p03,carrier,1,falutarlo,hit,a,112.59,40,m,108.65,743.79,1513.1,2620.1,80.92,other,0.837060050323083,-0.3283897852482098
p03,carrier,1,falutarlo,hit,a,112.59,50,m,108.8,756.38,1522.26,2650.81,81.11,other,0.9608613456264639,-0.29118424936513376
p03,carrier,1,falutarlo,hit,a,112.59,60,m,109.22,759.53,1505.18,2579.84,80.91,other,0.9918362527119003,-0.3605587638720038
p03,carrier,1,falutarlo,hit,a,112.59,70,m,109.82,765.87,1483.69,2581.09,80.56,other,1.05417939903624,-0.4478455505671235
p03,carrier,1,falutarlo,hit,a,112.59,80,m,110.25,743.88,1487.92,2521.77,80.21,other,0.8379450476683814,-0.43066439152941494
p03,carrier,1,falutarlo,hit,a,112.59,90,m,110.47,653.89,1502.92,2411.89,79.3,other,-0.04695396459144549,-0.3697382956510159
p03,carrier,1,falutarlo,hit,a,112.59,100,m,NA,640.46,1498.04,2411.64,76.3,other,-0.17901523511760872,-0.38955958551012215
