participant,exp,task,item,status,TextGridLabel,duration,sex
p05,carrier,1,lakapiaisto,hit,a,188.7,f
p05,carrier,1,lakatiaisto,hit,i,106.53,f
p05,carrier,1,lakatiaisto,hit,a,130.99,f
p05,carrier,1,lakatiaisto,hit,i,69.24,f
p05,carrier,1,liamo,hit,i,144.48,f
p05,carrier,1,liamo,hit,a,181.5,f
p05,carrier,1,lifro,hit,i,168.39,f
p05,carrier,1,manhiala,hit,i,146.51,f
p05,carrier,1,manhiala,hit,a,246.41,f
p05,carrier,1,matio,hit,a,130.05,f
p05,carrier,1,nhiape,hit,i,170.15,f
p05,carrier,1,nhiape,hit,a,168.79,f
p05,carrier,1,pachialo,hit,i,66.07,f
p05,carrier,1,pachialo,hit,a,108.96,f
p05,carrier,1,palufaro,hit,a,177.52,f
p05,carrier,1,palulapi,hit,a,143.04,f
p05,carrier,1,paluparo,hit,a,205.04,f
p05,carrier,1,polafo,hit,a,191.38,f
p05,carrier,1,rausto,hit,a,92.1,f
p05,carrier,1,rausto,hit,u,129.58,f
p05,carrier,1,ruyiola,hit,i,135.73,f
p05,carrier,1,ruyiola,hit,o,109.05,f
p05,carrier,1,tulaifo,hit,a,124.09,f
p05,carrier,1,tulaifo,hit,i,149.23,f
p05,carrier,2,aguacate,hit,a,126.03,f
p05,carrier,2,apellido,hit,j,77.06,f
p05,carrier,2,apellido,hit,i,74.28,f
p05,carrier,2,ayer,hit,j,59.79,f
p05,carrier,2,ayer,hit,e,90.03,f
p05,carrier,2,ayuda,hit,j,64.27,f
p05,carrier,2,ayuda,hit,u,136.11,f
p05,carrier,2,baile,hit,a,78.86,f
p05,carrier,2,baile,hit,i,60.51,f
p05,carrier,2,ballena,hit,j,68.41,f
p05,carrier,2,ballena,hit,e,84.86,f
p05,carrier,2,balon,hit,o,119.61,f
p05,carrier,2,bandera,hit,e,152.83,f
p05,carrier,2,baya,hit,j,47.25,f
p05,carrier,2,baya,hit,a,64.76,f
p05,carrier,2,bella,hit,j,54.56,f
p05,carrier,2,bella,hit,a,72.15,f
p05,carrier,2,belleza,hit,j,72.9,f
p05,carrier,2,belleza,hit,e,132.45,f
p05,carrier,2,bellisima,hit,j,59.56,f
p05,carrier,2,bellisima,hit,i,79.39,f
p05,carrier,2,bellota,hit,j,53.52,f
p05,carrier,2,bellota,hit,o,95.74,f
p05,carrier,2,billete,hit,j,71.17,f
p05,carrier,2,billete,hit,e,117.49,f
p05,carrier,2,bollito,hit,j,39.85,f
p05,carrier,2,bollito,hit,i,107.85,f
p05,carrier,2,bolsa,hit,o,75.23,f
p05,carrier,2,bulle,hit,j,127.63,f
p05,carrier,2,bulle,hit,e,174.56,f
p05,carrier,2,bullicio,hit,j,62.24,f
p05,carrier,2,bullicio,hit,i,154.17,f
p05,carrier,2,caballero,hit,j,54.38,f
p05,carrier,2,caballero,hit,e,87.83,f
p05,carrier,2,caballito,hit,j,57.82,f
p05,carrier,2,caballito,hit,i,91.29,f
p05,carrier,2,cabello,hit,j,55.55,f
p05,carrier,2,cabello,hit,o,76.51,f
p05,carrier,2,callejero,hit,j,64.64,f
p05,carrier,2,callejero,hit,e,226.22,f
p05,carrier,2,cebolla,hit,j,68.93,f
p05,carrier,2,cebolla,hit,a,60.41,f
p05,carrier,2,centella,hit,j,61.7,f
p05,carrier,2,centella,hit,a,92.66,f
p05,carrier,2,chillo,hit,j,62.04,f
p05,carrier,2,chillo,hit,o,95.33,f
p05,carrier,2,cholla,hit,j,48.13,f
p05,carrier,2,cholla,hit,a,89.98,f
p05,carrier,2,concha,hit,o,164.13,f
p05,carrier,2,conejo,hit,e,137.84,f
p05,carrier,2,costilla,hit,j,91.94,f
p05,carrier,2,costilla,hit,a,87.87,f
p05,carrier,2,coyunda,hit,j,75.97,f
p05,carrier,2,coyunda,hit,u,125.56,f
p05,carrier,2,cuchillo,hit,j,41.77,f
p05,carrier,2,cuchillo,hit,o,68.54,f
p05,carrier,2,dedo,hit,e,164.24,f
p05,carrier,2,descanso,hit,a,118.5,f
p05,carrier,2,dinero,hit,e,135.62,f
p05,carrier,2,dinosaurio,hit,a,136.86,f
p05,carrier,2,dinosaurio,hit,u,80.39,f
p05,carrier,2,edificio,hit,i,86.2,f
p05,carrier,2,ella,hit,j,59.58,f
p05,carrier,2,ella,hit,a,84.17,f
p05,carrier,2,espejo,hit,e,163.66,f
p05,carrier,2,estrella,hit,j,66.59,f
p05,carrier,2,estrella,hit,a,70.05,f
p05,carrier,2,estrellita,hit,j,49.61,f
p05,carrier,2,estrellita,hit,i,71.52,f
p05,carrier,2,flaco,hit,a,112.99,f
p05,carrier,2,flauta,hit,a,83.32,f
p05,carrier,2,flauta,hit,u,80.87,f
p05,carrier,2,flor,hit,o,188.01,f
p05,carrier,2,fortuna,hit,u,107.34,f
p05,carrier,2,fruta,hit,u,115.66,f
p05,carrier,2,gallina,hit,j,56.75,f
p05,carrier,2,gallina,hit,i,77.17,f
p05,carrier,2,gallo,hit,j,53,f
p05,carrier,2,gallo,hit,o,80.57,f
p05,carrier,2,grillo,hit,j,70.25,f
p05,carrier,2,grillo,hit,o,113.73,f
p05,carrier,2,heroe,hit,o,28.71,f
p05,carrier,2,heroe,hit,e,133.23,f
p05,carrier,2,isla,hit,i,87.34,f
p05,carrier,2,juguete,hit,e,112.72,f
p05,carrier,2,lapiz,hit,a,119.59,f
p05,carrier,2,lavadora,hit,o,218.31,f
p05,carrier,2,ley,hit,e,137.22,f
p05,carrier,2,ley,hit,i,66.71,f
p05,carrier,2,leyenda,hit,j,62.1,f
p05,carrier,2,leyenda,hit,e,78.42,f
p05,carrier,2,leyes,hit,j,47.63,f
p05,carrier,2,leyes,hit,e,86.17,f
p05,carrier,2,libra,hit,i,138.82,f
p05,carrier,2,lider,hit,i,148.72,f
p05,carrier,2,logro,hit,o,114.2,f
p05,carrier,2,luna,hit,u,121.54,f
p05,carrier,2,manzana,hit,a,118.95,f
p05,carrier,2,microfono,hit,o,120.9,f
p05,carrier,2,milla,hit,j,95.59,f
p05,carrier,2,milla,hit,a,102.99,f
p05,carrier,2,montoya,hit,j,49.71,f
p05,carrier,2,montoya,hit,a,75.41,f
p05,carrier,2,naranja,hit,a,106.33,f
p05,carrier,2,negocio,hit,o,165.06,f
p05,carrier,2,numeracion,hit,a,124.87,f
p05,carrier,2,olla,hit,j,43.62,f
p05,carrier,2,olla,hit,a,68.81,f
p05,carrier,2,oyendo,hit,j,69.08,f
p05,carrier,2,oyendo,hit,e,116.82,f
p05,carrier,2,palabra,hit,a,113.66,f
p05,carrier,2,paleta,hit,e,109.03,f
p05,carrier,2,pan,hit,a,196.24,f
p05,carrier,2,pantalon,hit,o,158.14,f
p05,carrier,2,patilludo,hit,j,120.43,f
p05,carrier,2,patilludo,hit,u,131.13,f
p05,carrier,2,perrito,hit,i,114.01,f
p05,carrier,2,piano,hit,i,71.09,f
p05,carrier,2,piano,hit,a,106.15,f
p05,carrier,2,pille,hit,j,80.42,f
p05,carrier,2,pille,hit,e,125.07,f
p05,carrier,2,pistola,hit,o,123.12,f
p05,carrier,2,pollito,hit,j,43.47,f
p05,carrier,2,pollito,hit,i,116.21,f
p05,carrier,2,portillo,hit,j,72.93,f
p05,carrier,2,portillo,hit,o,85.03,f
p05,carrier,2,poyo,hit,j,66.62,f
p05,carrier,2,poyo,hit,o,73.86,f
p05,carrier,2,principe,hit,i,71.89,f
p05,carrier,2,profeta,hit,e,96.95,f
p05,carrier,2,programa,hit,a,129.38,f
p05,carrier,2,puerta,hit,u,70.16,f
p05,carrier,2,puerta,hit,e,52.74,f
p05,carrier,2,refran,hit,a,159.1,f
p05,carrier,2,relleno,hit,j,69.21,f
p05,carrier,2,relleno,hit,e,84.77,f
p05,carrier,2,reloj,hit,o,113.76,f
p05,carrier,2,rollizo,hit,j,76.79,f
p05,carrier,2,rollizo,hit,i,115.18,f
p05,carrier,2,ropa,hit,o,111.42,f
p05,carrier,2,rueda,hit,u,85.88,f
p05,carrier,2,rueda,hit,e,116.03,f
p05,carrier,2,sella,hit,j,59.68,f
p05,carrier,2,sella,hit,a,98.75,f
p05,carrier,2,sellito,hit,j,60.67,f
p05,carrier,2,sellito,hit,i,82.44,f
p05,carrier,2,sencillez,hit,j,100.91,f
p05,carrier,2,sencillez,hit,e,146.31,f
p05,carrier,2,silla,hit,j,86.32,f
p05,carrier,2,silla,hit,a,96.23,f
p05,carrier,2,silleta,hit,j,110,f
p05,carrier,2,silleta,hit,e,140.51,f
p05,carrier,2,sol,hit,o,150.67,f
p05,carrier,2,taco,hit,a,133.54,f
p05,carrier,2,teclado,hit,a,149.27,f
p05,carrier,2,toller,hit,j,75.7,f
p05,carrier,2,toller,hit,e,119.17,f
p05,carrier,2,traje,hit,a,105.46,f
p05,carrier,2,tullito,hit,j,48.17,f
p05,carrier,2,tullito,hit,i,100.6,f
p05,carrier,2,tuya,hit,j,58.38,f
p05,carrier,2,tuya,hit,a,88.78,f
p05,carrier,2,tuyo,hit,j,56.04,f
p05,carrier,2,tuyo,hit,o,71.45,f
p05,carrier,2,valle,hit,j,44.18,f
p05,carrier,2,valle,hit,o,59.82,f
p05,carrier,2,vello,hit,j,68.01,f
p05,carrier,2,vello,hit,o,109.83,f
p05,carrier,2,video,hit,e,130.99,f
p05,carrier,2,video,hit,o,137.38,f
p06,carrier,1,chiaba,hit,i,205.3,f
p06,carrier,1,chiaba,hit,a,202.95,f
p06,carrier,1,costonhialo,hit,i,156.02,f
p06,carrier,1,costonhialo,hit,a,190.57,f
p06,carrier,1,crobo,hit,o,243.98,f
p06,carrier,1,falubiko,hit,i,188.41,f
p06,carrier,1,faluduako,hit,u,422.78,f
p06,carrier,1,faluduako,hit,a,194.16,f
p06,carrier,1,falufialo,hit,i,80.57,f
p06,carrier,1,falufialo,hit,a,174.61,f
p06,carrier,1,faluguato,hit,u,157.74,f
p06,carrier,1,faluguato,hit,a,128.62,f
p06,carrier,1,falukiago,hit,i,94.2,f
p06,carrier,1,falukiago,hit,a,126.19,f
p06,carrier,1,falumaisto,hit,a,139.56,f
p06,carrier,1,falumaisto,hit,i,172.72,f
p06,carrier,1,falupiro,hit,i,190.38,f
p06,carrier,1,falutarlo,hit,a,177.52,f
p06,carrier,1,farloto,hit,o,146.45,f
p06,carrier,1,flauro,hit,a,144.99,f
p06,carrier,1,flauro,hit,u,147.12,f
p06,carrier,1,lakabiaisto,hit,i,68.72,f
p06,carrier,1,lakabiaisto,hit,a,158.14,f
p06,carrier,1,lakabiaisto,hit,i,114.28,f
p06,carrier,1,lakabuaisto,hit,u,97.42,f
p06,carrier,1,lakabuaisto,hit,a,130.28,f
p06,carrier,1,lakabuaisto,hit,i,166.95,f
p06,carrier,1,lakadiaisto,hit,i,100.1,f
p06,carrier,1,lakadiaisto,hit,a,141.52,f
p06,carrier,1,lakadiaisto,hit,i,155.33,f
p06,carrier,1,lakaduaisto,hit,u,154.07,f
p06,carrier,1,lakaduaisto,hit,a,124.99,f
p06,carrier,1,lakaduaisto,hit,i,118.96,f
p06,carrier,1,lakafiaisto,hit,i,114.06,f
p06,carrier,1,lakafiaisto,hit,a,213.4,f
p06,carrier,1,lakafiaisto,hit,i,187.96,f
p06,carrier,1,lakafuaisto,hit,u,48.46,f
p06,carrier,1,lakafuaisto,hit,a,106.23,f
p06,carrier,1,lakafuaisto,hit,i,127.1,f
p06,carrier,1,lakagiaisto,hit,i,99.99,f
p06,carrier,1,lakagiaisto,hit,a,236.96,f
p06,carrier,1,lakagiaisto,hit,i,344.51,f
p06,carrier,1,lakaguaisto,hit,u,128.33,f
p06,carrier,1,lakaguaisto,hit,a,116.84,f
p06,carrier,1,lakaguaisto,hit,i,94.55,f
p06,carrier,1,lakakiaisto,hit,i,76.75,f
p06,carrier,1,lakakiaisto,hit,a,131.08,f
p06,carrier,1,lakakiaisto,hit,i,115.44,f
p06,carrier,1,lakakuaisto,hit,u,159.8,f
p06,carrier,1,lakakuaisto,hit,a,171.43,f
p06,carrier,1,lakakuaisto,hit,i,109.4,f
p06,carrier,1,lakapiaisto,hit,i,66.66,f
p06,carrier,1,lakapiaisto,hit,a,78.88,f
p06,carrier,1,lakapiaisto,hit,i,77.18,f
p06,carrier,1,lakapuaisto,hit,u,348.54,f
p06,carrier,1,lakapuaisto,hit,a,140.03,f
p06,carrier,1,lakapuaisto,hit,i,153.78,f
p06,carrier,1,lakatiaisto,hit,i,138.49,f
p06,carrier,1,lakatiaisto,hit,a,321.12,f
p06,carrier,1,lakatiaisto,hit,i,288.23,f
p06,carrier,1,lakatuaisto,hit,u,75.66,f
p06,carrier,1,lakatuaisto,hit,a,149.57,f
p06,carrier,1,lakatuaisto,hit,i,128.08,f
p06,carrier,1,liamo,hit,i,117.23,f
p06,carrier,1,liamo,hit,a,184.96,f
p06,carrier,1,lifro,hit,i,204.14,f
p06,carrier,1,lliape,hit,i,389.08,f
p06,carrier,1,lliape,hit,a,229.44,f
p06,carrier,1,manhiala,hit,i,131.71,f
p06,carrier,1,manhiala,hit,a,176.68,f
p06,carrier,1,matio,hit,i,116.6,f
p06,carrier,1,matio,hit,o,343.4,f
p06,carrier,1,mebochiana,hit,i,94.8,f
p06,carrier,1,mebochiana,hit,a,154.63,f
p06,carrier,1,nhiape,hit,i,189.74,f
p06,carrier,1,nhiape,hit,a,156.5,f
p06,carrier,1,pachialo,hit,i,107.05,f
p06,carrier,1,pachialo,hit,a,242.36,f
p06,carrier,1,palufaro,hit,a,255.06,f
p06,carrier,1,palufauto,hit,a,86.42,f
p06,carrier,1,palufauto,hit,u,155.45,f
p06,carrier,1,palulapi,hit,a,218.14,f
p06,carrier,1,paluparo,hit,a,171.73,f
p06,carrier,1,palutrauco,hit,a,208.81,f
p06,carrier,1,palutrauco,hit,u,179.27,f
p06,carrier,1,polafo,hit,a,149.66,f
p06,carrier,1,rausto,hit,a,174.35,f
p06,carrier,1,rausto,hit,u,216.8,f
p06,carrier,1,ruyiola,hit,i,266.86,f
p06,carrier,1,ruyiola,hit,o,149.55,f
p06,carrier,1,tulaifo,hit,a,213.31,f
p06,carrier,1,tulaifo,hit,i,144.58,f
p06,carrier,2,aguacate,hit,a,112.48,f
p06,carrier,2,balon,hit,o,222.87,f
p06,carrier,2,bella,hit,j,86.58,f
p06,carrier,2,bella,hit,a,203.93,f
p06,carrier,2,bellota,hit,j,41.46,f
p06,carrier,2,bellota,hit,o,124.56,f
p06,carrier,2,billete,hit,j,90.87,f
p06,carrier,2,billete,hit,e,100.12,f
p06,carrier,2,bolsa,hit,o,128.43,f
p06,carrier,2,cabello,hit,j,67.8,f
p06,carrier,2,cabello,hit,o,180.58,f
p06,carrier,2,centella,hit,j,75.33,f
p06,carrier,2,centella,hit,a,207.89,f
p06,carrier,2,chillo,hit,j,82.17,f
p06,carrier,2,chillo,hit,o,189.35,f
p06,carrier,2,conejo,hit,e,164.14,f
p06,carrier,2,costilla,hit,j,82.97,f
p06,carrier,2,costilla,hit,a,111.51,f
p06,carrier,2,cuchillo,hit,j,66.36,f
p06,carrier,2,cuchillo,hit,o,86.8,f
p06,carrier,2,dedo,hit,e,179.7,f
p06,carrier,2,dinosaurio,hit,a,134.83,f
p06,carrier,2,dinosaurio,hit,u,87.2,f
p06,carrier,2,ella,hit,j,81.96,f
p06,carrier,2,ella,hit,a,178.62,f
p06,carrier,2,espejo,hit,e,141.05,f
p06,carrier,2,estrella,hit,j,76.41,f
p06,carrier,2,estrella,hit,a,183.77,f
p06,carrier,2,flaco,hit,a,147.87,f
p06,carrier,2,flauta,hit,a,87.35,f
p06,carrier,2,flauta,hit,u,109.88,f
p06,carrier,2,fruta,hit,u,128.42,f
p06,carrier,2,grillo,hit,j,79.55,f
p06,carrier,2,grillo,hit,o,132.38,f
p06,carrier,2,lapiz,hit,a,207.5,f
p06,carrier,2,leyes,hit,j,61.29,f
p06,carrier,2,leyes,hit,e,124.6,f
p06,carrier,2,luna,hit,u,172.38,f
p06,carrier,2,microfono,hit,o,244.83,f
p06,carrier,2,milla,hit,j,77.94,f
p06,carrier,2,milla,hit,a,230.64,f
p06,carrier,2,piano,hit,j,119.36,f
p06,carrier,2,piano,hit,a,127.77,f
p06,carrier,2,pille,hit,j,95.33,f
p06,carrier,2,pille,hit,e,114.23,f
p06,carrier,2,portillo,hit,j,95.88,f
p06,carrier,2,portillo,hit,o,126.46,f
p06,carrier,2,puerta,hit,u,85.4,f
p06,carrier,2,puerta,hit,e,100.62,f
p06,carrier,2,reloj,hit,o,179.65,f
p06,carrier,2,ropa,hit,o,112.14,f
p06,carrier,2,sella,hit,j,65.14,f
p06,carrier,2,sella,hit,a,200.95,f
p06,carrier,2,sencillez,hit,j,76.94,f
p06,carrier,2,sencillez,hit,e,188.57,f
p06,carrier,2,silla,hit,j,104.63,f
p06,carrier,2,silla,hit,a,133.56,f
p06,carrier,2,sol,hit,o,242.83,f
p06,carrier,2,taco,hit,a,137.41,f
p06,carrier,2,vello,hit,j,95.94,f
p06,carrier,2,vello,hit,o,172.19,f
p06,carrier,2,velludo,hit,j,70.51,f
p06,carrier,2,velludo,hit,u,143.32,f
p07,carrier,1,chiaba,hit,i,90.4,m
p07,carrier,1,chiaba,hit,a,125.79,m
p07,carrier,1,costonhialo,hit,i,106.37,m
p07,carrier,1,costonhialo,hit,a,117.84,m
p07,carrier,1,crobo,hit,o,91.48,m
p07,carrier,1,falubiko,hit,i,101.04,m
p07,carrier,1,faluduako,hit,u,97.15,m
p07,carrier,1,faluduako,hit,a,132.3,m
p07,carrier,1,faluguato,hit,u,43.79,m
p07,carrier,1,faluguato,hit,a,100.35,m
p07,carrier,1,falukiago,hit,i,66.68,m
p07,carrier,1,falukiago,hit,a,86.22,m
p07,carrier,1,falumaisto,hit,a,91.38,m
p07,carrier,1,falumaisto,hit,i,67.07,m
p07,carrier,1,falupiro,hit,i,73.71,m
p07,carrier,1,falutraigo,hit,a,78.95,m
p07,carrier,1,falutraigo,hit,i,60.86,m
p07,carrier,1,farloto,hit,o,109.4,m
p07,carrier,1,flauro,hit,a,109.39,m
p07,carrier,1,flauro,hit,u,85.65,m
p07,carrier,1,lakabuaisto,hit,u,56.68,m
p07,carrier,1,lakabuaisto,hit,a,51.78,m
p07,carrier,1,lakabuaisto,hit,i,59.69,m
p07,carrier,1,lakadiaisto,hit,i,65.81,m
p07,carrier,1,lakadiaisto,hit,a,108.28,m
p07,carrier,1,lakadiaisto,hit,i,157.6,m
p07,carrier,1,lakaduaisto,hit,u,69.54,m
p07,carrier,1,lakaduaisto,hit,a,76.64,m
p07,carrier,1,lakaduaisto,hit,i,38.61,m
p07,carrier,1,lakafiaisto,hit,i,103.9,m
p07,carrier,1,lakafiaisto,hit,a,168.22,m
p07,carrier,1,lakafuaisto,hit,u,47.05,m
p07,carrier,1,lakafuaisto,hit,a,43.15,m
p07,carrier,1,lakafuaisto,hit,i,50.27,m
p07,carrier,1,lakagiaisto,hit,a,89.45,m
p07,carrier,1,lakagiaisto,hit,i,46.17,m
p07,carrier,1,lakaguaisto,hit,a,117.45,m
p07,carrier,1,lakaguaisto,hit,i,60.65,m
p07,carrier,1,lakakiaisto,hit,i,56.94,m
p07,carrier,1,lakakiaisto,hit,a,68.15,m
p07,carrier,1,lakakiaisto,hit,i,65.88,m
p07,carrier,1,lakakuaisto,hit,u,39.5,m
p07,carrier,1,lakakuaisto,hit,a,53.89,m
p07,carrier,1,lakakuaisto,hit,i,75.08,m
p07,carrier,1,lakapiaisto,hit,i,48.17,m
p07,carrier,1,lakapiaisto,hit,a,98.65,m
p07,carrier,1,lakapuaisto,hit,u,75.45,m
p07,carrier,1,lakapuaisto,hit,a,77.73,m
p07,carrier,1,lakapuaisto,hit,i,99.76,m
p07,carrier,1,lakatiaisto,hit,i,64.88,m
p07,carrier,1,lakatiaisto,hit,a,103.31,m
p07,carrier,1,lakatuaisto,hit,u,64.66,m
p07,carrier,1,lakatuaisto,hit,a,45.34,m
p07,carrier,1,lakatuaisto,hit,i,77.82,m
p07,carrier,1,liamo,hit,i,63.53,m
p07,carrier,1,liamo,hit,a,116.78,m
p07,carrier,1,lifro,hit,i,93.76,m
p07,carrier,1,lliape,hit,i,138.8,m
p07,carrier,1,lliape,hit,a,83.12,m
p07,carrier,1,lliape,hit,i,48.18,m
p07,carrier,1,manhiala,hit,i,85.81,m
p07,carrier,1,manhiala,hit,a,113.63,m
p07,carrier,1,matio,hit,i,114.03,m
p07,carrier,1,matio,hit,o,109.91,m
p07,carrier,1,mebochiana,hit,i,74.74,m
p07,carrier,1,mebochiana,hit,a,93.45,m
p07,carrier,1,nhiape,hit,i,81.16,m
p07,carrier,1,nhiape,hit,a,97.15,m
p07,carrier,1,palufaro,hit,a,128.59,m
p07,carrier,1,palulapi,hit,a,137.74,m
p07,carrier,1,paluparo,hit,a,132.52,m
p07,carrier,1,palutrauco,hit,a,94.72,m
p07,carrier,1,palutrauco,hit,u,72.74,m
p07,carrier,1,polafo,hit,a,89.5,m
p07,carrier,1,rausto,hit,a,123.51,m
p07,carrier,1,rausto,hit,u,81.87,m
p07,carrier,1,ruyiola,hit,i,73.49,m
p07,carrier,1,ruyiola,hit,o,127.38,m
p07,carrier,1,tulaifo,hit,a,74.95,m
p07,carrier,1,tulaifo,hit,i,71.05,m
p07,carrier,2,aguacate,hit,a,124.25,m
p07,carrier,2,apellido,hit,j,47.86,m
p07,carrier,2,apellido,hit,i,99.88,m
p07,carrier,2,ayer,hit,j,72.47,m
p07,carrier,2,ayer,hit,e,118.39,m
p07,carrier,2,ayuda,hit,j,62.47,m
p07,carrier,2,ayuda,hit,u,85.28,m
p07,carrier,2,baile,hit,a,78.48,m
p07,carrier,2,baile,hit,i,53.41,m
p07,carrier,2,ballena,hit,j,60.45,m
p07,carrier,2,ballena,hit,e,105.78,m
p07,carrier,2,balon,hit,o,108.77,m
p07,carrier,2,bandera,hit,e,98.84,m
p07,carrier,2,baya,hit,j,53.47,m
p07,carrier,2,baya,hit,a,71.45,m
p07,carrier,2,bella,hit,j,52.65,m
p07,carrier,2,bella,hit,a,60.96,m
p07,carrier,2,belleza,hit,j,67.18,m
p07,carrier,2,belleza,hit,a,63.8,m
p07,carrier,2,bellisima,hit,j,46.93,m
p07,carrier,2,bellisima,hit,i,86.87,m
p07,carrier,2,bellota,hit,j,52.2,m
p07,carrier,2,bellota,hit,o,90.19,m
p07,carrier,2,billete,hit,j,53.1,m
p07,carrier,2,billete,hit,e,107.59,m
p07,carrier,2,bollito,hit,j,25.09,m
p07,carrier,2,bollito,hit,i,92.43,m
p07,carrier,2,bolsa,hit,o,103.53,m
p07,carrier,2,bulle,hit,j,57.57,m
p07,carrier,2,bulle,hit,e,101.88,m
p07,carrier,2,bullicio,hit,j,49.92,m
p07,carrier,2,bullicio,hit,i,87.53,m
p07,carrier,2,caballero,hit,j,52.48,m
p07,carrier,2,caballero,hit,e,95.18,m
p07,carrier,2,caballito,hit,j,38.73,m
p07,carrier,2,caballito,hit,i,70.56,m
p07,carrier,2,cabello,hit,j,34.91,m
p07,carrier,2,cabello,hit,o,66.9,m
p07,carrier,2,calle,hit,j,27.67,m
p07,carrier,2,calle,hit,e,107.74,m
p07,carrier,2,callejero,hit,j,36.45,m
p07,carrier,2,callejero,hit,e,87.66,m
p07,carrier,2,cebolla,hit,j,40.42,m
p07,carrier,2,cebolla,hit,a,81.07,m
p07,carrier,2,centella,hit,j,48.08,m
p07,carrier,2,centella,hit,a,67.07,m
p07,carrier,2,chillo,hit,j,41.26,m
p07,carrier,2,chillo,hit,o,56.13,m
p07,carrier,2,cholla,hit,j,40.82,m
p07,carrier,2,cholla,hit,a,71.64,m
p07,carrier,2,concha,hit,o,89.45,m
p07,carrier,2,conejo,hit,e,96.91,m
p07,carrier,2,costilla,hit,j,38.5,m
p07,carrier,2,costilla,hit,a,64.29,m
p07,carrier,2,coyunda,hit,j,50.41,m
p07,carrier,2,coyunda,hit,u,80.55,m
p07,carrier,2,cuchillo,hit,j,47.59,m
p07,carrier,2,cuchillo,hit,o,98.06,m
p07,carrier,2,dedo,hit,e,117.38,m
p07,carrier,2,descanso,hit,a,112.27,m
p07,carrier,2,dinero,hit,e,110.71,m
p07,carrier,2,dinosaurio,hit,a,95.79,m
p07,carrier,2,dinosaurio,hit,u,64.7,m
p07,carrier,2,edificio,hit,i,72.69,m
p07,carrier,2,ella,hit,j,42.36,m
p07,carrier,2,ella,hit,a,70.28,m
p07,carrier,2,espejo,hit,e,85.76,m
p07,carrier,2,estrella,hit,a,67.9,m
p07,carrier,2,estrellita,hit,j,23.16,m
p07,carrier,2,estrellita,hit,i,68.67,m
p07,carrier,2,flaco,hit,a,41.45,m
p07,carrier,2,flauta,hit,a,89.98,m
p07,carrier,2,flauta,hit,u,38.86,m
p07,carrier,2,flor,hit,o,85.05,m
p07,carrier,2,fortuna,hit,u,88.57,m
p07,carrier,2,fruta,hit,u,98.42,m
p07,carrier,2,gallina,hit,j,41.35,m
p07,carrier,2,gallina,hit,i,71.2,m
p07,carrier,2,gallo,hit,j,42.79,m
p07,carrier,2,gallo,hit,o,54.96,m
p07,carrier,2,grillo,hit,j,50.58,m
p07,carrier,2,grillo,hit,o,69.45,m
p07,carrier,2,heroe,hit,o,97.39,m
p07,carrier,2,heroe,hit,e,77.41,m
p07,carrier,2,isla,hit,i,110.65,m
p07,carrier,2,juguete,hit,e,134.31,m
p07,carrier,2,lapiz,hit,a,95.1,m
p07,carrier,2,lavadora,hit,o,92.08,m
p07,carrier,2,ley,hit,e,95.2,m
p07,carrier,2,ley,hit,i,85.84,m
p07,carrier,2,leyenda,hit,j,52.93,m
p07,carrier,2,leyenda,hit,e,61.05,m
p07,carrier,2,leyes,hit,j,34.2,m
p07,carrier,2,leyes,hit,e,69.79,m
p07,carrier,2,libra,hit,i,124.75,m
p07,carrier,2,lider,hit,i,111.07,m
p07,carrier,2,logro,hit,o,124.93,m
p07,carrier,2,luna,hit,u,97.18,m
p07,carrier,2,manzana,hit,a,86.4,m
p07,carrier,2,microfono,hit,o,78.22,m
p07,carrier,2,milla,hit,j,60.3,m
p07,carrier,2,milla,hit,a,84.04,m
p07,carrier,2,montoya,hit,j,45.26,m
p07,carrier,2,montoya,hit,a,75.97,m
p07,carrier,2,naranja,hit,a,97.71,m
p07,carrier,2,negocio,hit,o,118.31,m
p07,carrier,2,numeracion,hit,j,33.3,m
p07,carrier,2,numeracion,hit,o,82.84,m
p07,carrier,2,olla,hit,j,52.38,m
p07,carrier,2,olla,hit,a,79.77,m
p07,carrier,2,oyendo,hit,j,60.03,m
p07,carrier,2,oyendo,hit,e,84.89,m
p07,carrier,2,palabra,hit,a,116.4,m
p07,carrier,2,paleta,hit,e,98.64,m
p07,carrier,2,pan,hit,a,94.06,m
p07,carrier,2,pantalon,hit,o,80.61,m
p07,carrier,2,patilludo,hit,j,56.25,m
p07,carrier,2,patilludo,hit,u,91.42,m
p07,carrier,2,perrito,hit,i,56.19,m
p07,carrier,2,piano,hit,i,147.63,m
p07,carrier,2,piano,hit,a,116.67,m
p07,carrier,2,pille,hit,j,54.84,m
p07,carrier,2,pille,hit,e,70.46,m
p07,carrier,2,pistola,hit,o,92.47,m
p07,carrier,2,pollito,hit,j,42.87,m
p07,carrier,2,pollito,hit,i,65.92,m
p07,carrier,2,portillo,hit,j,40.26,m
p07,carrier,2,portillo,hit,o,65.04,m
p07,carrier,2,principe,hit,i,91.23,m
p07,carrier,2,profeta,hit,e,78.8,m
p07,carrier,2,programa,hit,a,125.12,m
p07,carrier,2,puerta,hit,u,60.44,m
p07,carrier,2,puerta,hit,e,78.83,m
p07,carrier,2,refran,hit,a,118.87,m
p07,carrier,2,relleno,hit,j,45.71,m
p07,carrier,2,relleno,hit,e,78.28,m
